trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.017710415995679796,0.027317457948811352,1.9934848749544472,2.3189021659782156,space,0.3188882920076139,None,,994975,001,2024-05-05_18h08.26.308,creatingimagesNEW,2024.1.4,None,2024-05-05 18h08.32.577413 -0400,
,,,,,,,,,,,,,,,,2.3396049159928225,,,,,,,,
