test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.0059442000929266214,0.024039699928835034,2.0073531998787075,2.091534399893135,space,2.079130999976769,None,,,,,,,,,075749,001,2024-05-10_12h24.10.332,creatingimagesNEW,2024.1.1,None,2024-05-10 12h24.15.111609 -0400,
,,,,,,,,,,,,,,,,,2.0915572999510914,2.1075315000489354,3.091647299937904,4.325326799880713,space,4.316717500099912,None,,075749,001,2024-05-10_12h24.10.332,creatingimagesNEW,2024.1.1,None,2024-05-10 12h24.15.111609 -0400,
,,,,,,,,4.341038099955767,,,,,,,,,,,,,,,,4.329829900059849,,,,,,,,
