triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.013139749993570149,0.021907165995799005,1.9989590410259552,3.5740305409999564,space,1.573175000026822,None,,,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.1875, 0.1875)",p,0.0,0,0,0,23,3.6269705410231836,,,,,,,,,3.593956500000786,4.8916775829857215,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.1875, 0.1875)",p,0.0,0,1,1,17,4.898516790999565,,,,,,,,,4.891838415991515,6.160410124983173,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.1875, -0.1875)",g,"(0.25, 0)",0,2,2,11,6.167037416016683,,,,,,,,,6.160614291031379,7.429289082996547,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",0,3,3,13,7.4359004580182955,,,,,,,,,7.429442208027467,8.69773225003155,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.25, 0)",p,0.0,0,4,4,22,8.704399458016269,,,,,,,,,8.697912458039355,9.966010125004686,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.1875, -0.1875)",g,0.0,0,5,5,3,9.972584999981336,,,,,,,,,9.966157582995947,11.233932957984507,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0, 0.25)",p,0.0,0,6,6,16,11.240524500026368,,,,,,,,,11.234080916037783,12.502523833012674,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.1875, 0.1875)",g,0.0,0,7,7,7,12.509006540989503,,,,,,,,,12.5026721250033,13.771065125009045,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",0,8,8,12,13.777627833012957,,,,,,,,,13.771211875020526,15.039173875004053,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0, -0.25)",p,0.0,0,9,9,20,15.04590075003216,,,,,,,,,15.039322666008957,16.307855874998495,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",0,10,10,14,16.31563595798798,,,,,,,,,16.308020708034746,18.049681916018017,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.25, 0)",g,"(0, 0.25)",0,11,11,10,18.056181583029684,,,,,,,,,18.04983595799422,19.318011499999557,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.25, 0)",p,0.0,0,12,12,18,19.32461604103446,,,,,,,,,19.318161415983923,20.58612966601504,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.1875, -0.1875)",g,0.0,0,13,13,5,20.59298812499037,,,,,,,,,20.58628495800076,21.85472549998667,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.1875, 0.1875)",g,0.0,0,14,14,1,21.861340875038877,,,,,,,,,21.854882124986034,23.123090416018385,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.1875, -0.1875)",p,0.0,0,15,15,21,23.129741374985315,,,,,,,,,23.123240165994503,24.391579165996518,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0, 0.25)",g,0.0,0,16,16,0,24.39818675001152,,,,,,,,,24.391723665990867,25.659806707990356,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.25, 0)",g,0.0,0,17,17,6,25.66623404098209,,,,,,,,,25.659953207999934,26.928128790983465,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0, -0.25)",g,0.0,0,18,18,4,26.934603666013572,,,,,,,,,26.92828383302549,28.196103333029896,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,19,19,8,28.202486708003562,,,,,,,,,28.196256708004512,29.4640118330135,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.1875, -0.1875)",p,0.0,0,20,20,19,29.47039762500208,,,,,,,,,29.464162875025067,30.731631833012216,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.1875, 0.1875)",g,"(0, -0.25)",0,21,21,9,30.73818304098677,,,,,,,,,30.7317957910127,32.00345804099925,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(0.25, 0)",g,0.0,0,22,22,2,32.00977404101286,,,,,,,,,32.00360754103167,33.27101370802848,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,23,23,15,33.27758583298419,,,,,,,,,33.271166749997064,34.53921758302022,,,,,,,,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
,,,,,,,,,,,,,,,,,,34.53925437503494,34.545055041031446,34.545055041031446,35.35134112503147,space,0.7979564580018632,None,048430,001,2024-05-05_23h55.47.290,creatingimagesNEW,2024.1.4,None,2024-05-05 23h55.53.307888 -0400,
