triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.008151299902237952,0.026248999987728894,2.0095016999403015,2.4280477999709547,space,2.4119967999868095,None,,,,,,,,,,,,,,,,,,,,,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(0, -0.25)",g,0.0,0,0,0,4,2.4430057998979464,,,,,,,,,2.4351605999981984,2.4430057998979464,0.009522499982267618,3.443508099997416,3.443508099997416,3.443508099997416,3.443508099997416,3.443508099997416,3.443508099997416,3.443508099997416,3.443508099997416,3.443508099997416,4.394468399928883,-0.006944444444444444,-0.2511574074074074,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(0, -0.25)",p,0.0,0,1,1,20,4.409974799957126,,,,,,,,,4.3951909999595955,4.409974799957126,0.002744800061918795,5.4103788998909295,5.4103788998909295,5.4103788998909295,5.4103788998909295,5.4103788998909295,5.4103788998909295,5.4103788998909295,5.4103788998909295,5.4103788998909295,6.094206599984318,0.01273148148148148,-0.26851851851851855,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,2,2,8,6.110030999989249,,,,,,,,,6.094698999891989,6.110030999989249,0.0027591000543907285,7.110191999934614,7.110191999934614,7.110191999934614,7.110191999934614,7.110191999934614,7.110191999934614,7.110191999934614,7.110191999934614,7.110191999934614,8.528250099974684,-0.013888888888888888,0.2013888888888889,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(0.1875, -0.1875)",g,"(0.25, 0)",0,3,3,11,8.543339699972421,,,,,,,,,8.528703299933113,8.543339699972421,0.002498899935744703,9.543385799974203,9.543385799974203,9.543385799974203,9.543385799974203,9.543385799974203,9.543385799974203,9.543385799974203,9.543385799974203,9.543385799974203,10.461606599972583,0.16782407407407407,-0.21064814814814814,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",0,4,4,13,10.476992799900472,,,,,,,,,10.462311399984173,10.476992799900472,0.0043845000909641385,11.476631399942562,11.476631399942562,11.476631399942562,11.476631399942562,11.476631399942562,11.476631399942562,11.476631399942562,11.476631399942562,11.476631399942562,12.34489670000039,-0.16782407407407407,-0.18171296296296297,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(0.1875, 0.1875)",g,0.0,0,5,5,1,12.360292299999855,,,,,,,,,12.345714499941096,12.360292299999855,0.005764100002124906,13.360328799928539,13.360328799928539,13.360328799928539,13.360328799928539,13.360328799928539,13.360328799928539,13.360328799928539,13.360328799928539,13.360328799928539,14.044933400000446,0.18171296296296297,0.1550925925925926,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(0.1875, -0.1875)",p,0.0,0,6,6,19,14.060127799981274,,,,,,,,,14.04546890000347,14.060127799981274,0.002789100049994886,15.059509499929845,15.059509499929845,15.059509499929845,15.059509499929845,15.059509499929845,15.059509499929845,15.059509499929845,15.059509499929845,15.059509499929845,15.711186799919233,0.19212962962962962,-0.15856481481481483,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(-0.25, 0)",p,0.0,0,7,7,22,15.726501899887808,,,,,,,,,15.711655499995686,15.726501899887808,0.0025793000822886825,16.7109969999874,16.7109969999874,16.7109969999874,16.7109969999874,16.7109969999874,16.7109969999874,16.7109969999874,16.7109969999874,16.72764559998177,17.527579999994487,-0.27546296296296297,-0.009259259259259259,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(-0.1875, 0.1875)",g,0.0,0,8,8,7,17.543530899914913,,,,,,,,,17.528095199959353,17.543530899914913,0.003202199935913086,18.52730109996628,18.52730109996628,18.52730109996628,18.52730109996628,18.52730109996628,18.52730109996628,18.52730109996628,18.52730109996628,18.54400919994805,19.361337399925105,-0.16666666666666666,0.1724537037037037,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
"(-0.1875, -0.1875)",p,0.0,0,9,9,21,19.377279299893416,,,,,,,,,19.361854199902155,19.377279299893416,0.003030200023204088,20.377370599890128,20.377370599890128,20.377370599890128,20.377370599890128,20.377370599890128,20.377370599890128,20.377370599890128,20.377370599890128,20.377370599890128,21.111929199891165,-0.16666666666666666,-0.20601851851851852,1,0,0,[1],triangle1,450426,001,2024-05-04_22h03.39.913,creatingimagesNEW,2024.1.1,None,2024-05-04 22h03.44.041443 -0400,
