test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.011425400036387146,0.029379099956713617,2.012695600045845,2.165823500021361,space,None,None,,657358,001,2024-05-06_14h05.13.677,creatingimagesNEW,2024.1.1,None,2024-05-06 14h05.17.549991 -0400,
,,,,,,,2.179444400011562,,,,,,,,,2.169049200019799,,,,,,,,
