trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,mouse_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.01351879199501127,0.020351541985291988,1.9942075000144541,3.549269707989879,space,1.533998083032202,None,,,092741,001,2024-05-05_19h32.33.541,creatingimagesNEW,2024.1.4,None,2024-05-05 19h32.38.977247 -0400,
,,,,,,,3.590826708008535,,,,,,,,,3.562732833030168,0.3028790000244044,,,,,,,,
