test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0026301000034436584,0.021919999970123172,2.005503899999894,2.822418799973093,space,2.810691299964674,None,,035409,001,2024-05-06_16h54.42.908,creatingimagesNEW,2024.1.1,None,2024-05-06 16h54.46.789608 -0400,
,,,,,,,2.8379770999308676,,,,,,,,,2.826063299900852,,,,,,,,
