trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.04920450004283339,0.0618570830556564,1.9974175420356914,3.237328917020932,space,1.2087275420199148,None,,412554,001,2024-05-05_20h00.06.767,creatingimagesNEW,2024.1.4,None,2024-05-05 20h00.15.229032 -0400,
,,,,,,,3.344813083007466,,,,,,,,,3.301622833008878,,,,,,,,
