triangle_pos,triangle_color,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.009019500110298395,0.028930800035595894,2.0123652000911534,2.2649994001258165,space,2.2477174000814557,None,,,,,,,,,,330493,001,2024-05-10_12h39.20.361,creatingimagesNEW,2024.1.1,None,2024-05-10 12h39.24.801802 -0400,
,,,,,,,,,,,,,,,,,2.2650218000635505,2.277839200105518,3.2778751000296324,3.2791921000462025,space,3.186209599953145,None,,,330493,001,2024-05-10_12h39.20.361,creatingimagesNEW,2024.1.1,None,2024-05-10 12h39.24.801802 -0400,
"(0.1875, -0.1875)",g,0.0,"(-0.25, 0)",0,0,0,35,3.294410699978471,,,,,,,,,,,,,,,,3.287535300012678,5.165676099946722,330493,001,2024-05-10_12h39.20.361,creatingimagesNEW,2024.1.1,None,2024-05-10 12h39.24.801802 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0.0,0,1,1,8,5.176120399963111,,,,,,,,,,,,,,,,5.166063999990001,7.0524480999447405,330493,001,2024-05-10_12h39.20.361,creatingimagesNEW,2024.1.1,None,2024-05-10 12h39.24.801802 -0400,
"(0, -0.25)",g,0.0,"(0.1875, 0.1875)",0,2,2,36,7.076495900051668,,,,,,,,,,,,,,,,7.052937499945983,8.852063399972394,330493,001,2024-05-10_12h39.20.361,creatingimagesNEW,2024.1.1,None,2024-05-10 12h39.24.801802 -0400,
"(-0.25, 0)",r,"(0.1875, -0.1875)",0.0,0,3,3,30,8.859639500034973,,,,,,,,,,,,,,,,8.85235400008969,12.452299700118601,330493,001,2024-05-10_12h39.20.361,creatingimagesNEW,2024.1.1,None,2024-05-10 12h39.24.801802 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,12.452595100039616,,,,,,,,,
