test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.01267929992172867,0.030744299991056323,2.0139589000027627,2.334082299959846,space,2.3313649999909103,None,,078825,001,2024-05-06_14h04.30.972,creatingimagesNEW,2024.1.1,None,2024-05-06 14h04.34.833521 -0400,
,,,,,,,2.3473588000051677,,,,,,,,,2.3374499999918044,,,,,,,,
