triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,red_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Real_Trials.started,Real_Trials.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(-0.25, 0)",r,0.0,0.0,,1,3,24,5,,,,,30.859121207991848,,,,,,,,,,,,,,,,30.85279391599761,31.820227165997494,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",g,0.0,"(0.1875, 0.1875)",,1,4,25,14,,,,,31.82691958299256,,,,,,,,,,,,,,,,31.820379208002123,32.988354832996265,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",g,0.0,0.0,,1,5,26,1,,,,,32.994964208002784,,,,,,,,,,,,,,,,32.98851574999571,33.95624499999394,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",b,0.0,"(0, -0.25)",,1,6,27,18,,,,,33.96284320799168,,,,,,,,,,,,,,,,33.95639912500337,35.22452295800031,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",b,0.0,0.0,,1,7,28,15,,,,,35.23114370799158,,,,,,,,,,,,,,,,35.224683540989645,36.59369266599242,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",r,0.0,0.0,,1,8,29,3,,,,,36.60022820800077,,,,,,,,,,,,,,,,36.59385583299445,37.460837582999375,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",b,0.0,"(0.1875, -0.1875)",,1,9,30,20,,,,,37.46738474999438,,,,,,,,,,,,,,,,37.46099983299791,38.62921162499697,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",r,0.0,0.0,,1,10,31,10,,,,,38.63585041600163,,,,,,,,,,,,,,,,38.62937583299936,39.49746199999936,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",b,0.0,0.0,,1,11,32,17,,,,,39.503969915997004,,,,,,,,,,,,,,,,39.49762675000238,41.16601916599029,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",g,0.0,0.0,,1,12,33,2,,,,,41.17463554099959,,,,,,,,,,,,,,,,41.16617512499215,42.0356845829956,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, -0.1875)",g,0.0,"(-0.1875, 0.1875) ",,1,13,34,13,,,,,42.04225179099012,,,,,,,,,,,,,,,,42.03584291599691,42.90341637498932,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",r,0.0,0.0,,1,14,35,9,,,,,42.90980212499562,,,,,,,,,,,,,,,,42.90358129100059,43.82963895799185,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",g,0.0,"(0.25, 0)",,1,15,36,12,,,,,43.83591933299613,,,,,,,,,,,,,,,,43.829795249999734,44.797220874999766,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",g,"(0.25, 0)",0.0,,1,16,37,8,,,,,44.80384341599711,,,,,,,,,,,,,,,,44.79738449999422,45.965711374999955,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",0.0,,1,17,38,6,,,,,45.971899540993036,,,,,,,,,,,,,,,,45.965870582993375,47.03281904099276,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",0.0,,1,18,39,7,,,,,47.039098915993236,,,,,,,,,,,,,,,,47.032973583001876,48.10034150000138,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, -0.1875)",r,0.0,0.0,,1,19,40,4,,,,,48.10698816599324,,,,,,,,,,,,,,,,48.10050833299465,49.068790374993114,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",r,0.0,0.0,,1,20,41,11,,,,,49.0752192499931,,,,,,,,,,,,,,,,49.068942790996516,50.03599579099682,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",g,"(0.25, 0)",0.0,,2,0,42,8,,,,,50.042247874996974,,,,,,,,,,,,,,,,50.036145666002994,51.30324004100112,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",b,0.0,0.0,,2,1,43,15,,,,,51.30983345799905,,,,,,,,,,,,,,,,51.30339408299187,52.170442332993844,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",0.0,,2,2,44,7,,,,,52.1766187500034,,,,,,,,,,,,,,,,52.17059504099598,53.03700683299394,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",g,0.0,0.0,,2,3,45,1,,,,,53.04335170799459,,,,,,,,,,,,,,,,53.03716349999013,54.10429520800244,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, 0.1875)",b,0.0,0.0,,2,4,46,16,,,,,54.111165915994206,,,,,,,,,,,,,,,,54.104450915998314,55.1724847079895,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",b,0.0,0.0,,2,5,47,17,,,,,55.179093083002954,,,,,,,,,,,,,,,,55.17264691599121,56.140311415991164,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",g,0.0,"(0.25, 0)",,2,6,48,12,,,,,56.1469182909932,,,,,,,,,,,,,,,,56.14047183300136,57.408387499992386,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",r,0.0,0.0,,2,7,49,10,,,,,57.41481337499863,,,,,,,,,,,,,,,,57.40854641600163,58.37605454098957,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",b,0.0,"(0, -0.25)",,2,8,50,18,,,,,58.38247425000009,,,,,,,,,,,,,,,,58.37622166599613,59.2438367499999,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",g,0.0,"(0.1875, 0.1875)",,2,9,51,14,,,,,59.25068120799551,,,,,,,,,,,,,,,,59.24398949999886,60.31163891599863,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",r,0.0,0.0,,2,10,52,5,,,,,60.31795324999257,,,,,,,,,,,,,,,,60.31179616600275,61.17868458299199,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",g,0.0,0.0,,2,11,53,0,,,,,61.18511295800272,,,,,,,,,,,,,,,,61.17884337498981,62.24600308299705,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",b,0.0,"(-0.1875, -0.1875)",,2,12,54,19,,,,,62.252112707996275,,,,,,,,,,,,,,,,62.246158290989115,63.41348554099386,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",r,0.0,0.0,,2,13,55,9,,,,,63.42005729099037,,,,,,,,,,,,,,,,63.41364316600084,64.48156899999594,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",g,0.0,0.0,,2,14,56,2,,,,,64.48812220800028,,,,,,,,,,,,,,,,64.48173329100246,65.64940670799115,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, -0.1875)",r,0.0,0.0,,2,15,57,4,,,,,65.65615512499062,,,,,,,,,,,,,,,,65.64957649999997,66.71797154100204,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",r,0.0,0.0,,2,16,58,11,,,,,66.72469845799787,,,,,,,,,,,,,,,,66.71815579099348,67.88599195799907,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, -0.1875)",g,0.0,"(-0.1875, 0.1875) ",,2,17,59,13,,,,,67.89265316599631,,,,,,,,,,,,,,,,67.88616004100186,68.75433837500168,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",r,0.0,0.0,,2,18,60,3,,,,,68.76084291600273,,,,,,,,,,,,,,,,68.75449541599664,69.92241458299395,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",b,0.0,"(0.1875, -0.1875)",,2,19,61,20,,,,,69.92902420800237,,,,,,,,,,,,,,,,69.92257412499748,70.89072949999536,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",0.0,,2,20,62,6,,,,,70.89730633299041,,,,,,,,,,,,,,,,70.89089212499675,71.15868845800287,,,,,,,,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15875133300142,71.16533520800294,72.15561170798901,72.2242201659974,space,0.061040583008434623,None,,,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",g,,0.0,"(-0.1875, -0.1875)",,,,,0,0,0,8,72.26131970799179,,,,,,,,,,,,,,,,,,,,,,,,,72.249251250003,73.32375254099315,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, 0.1875)",g,,"(0.25, 0)",0.0,,,,,0,1,1,39,73.33048904099269,,,,,,,,,,,,,,,,,,,,,,,,,73.32391987499432,74.79312962500262,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, 0.1875)",r,,0.0,"(0.25, 0)",,,,,0,2,2,31,74.80264008299855,,,,,,,,,,,,,,,,,,,,,,,,,74.79329545800283,76.065084707996,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, 0.1875)",g,,0.0,"(0.25, 0)",,,,,0,3,3,15,76.07191050000256,,,,,,,,,,,,,,,,,,,,,,,,,76.06524708299548,77.83527354100079,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",b,,0.0,0.0,,,,,0,4,4,41,77.8431639999908,,,,,,,,,,,,,,,,,,,,,,,,,77.83547383299447,79.1046532499895,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",b,,0.0,0.0,,,,,0,5,5,43,79.11140487500234,,,,,,,,,,,,,,,,,,,,,,,,,79.10481216599874,80.27249054099957,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",g,,"(0, -0.25)",0.0,,,,,0,6,6,33,80.27910129100201,,,,,,,,,,,,,,,,,,,,,,,,,80.27265258299303,82.04085649999615,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",b,,"(-0.25, 0)",0.0,,,,,0,7,7,51,82.048699166,,,,,,,,,,,,,,,,,,,,,,,,,82.04101999998966,83.51041962500312,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",g,,0.0,"(0.1875, -0.1875)",,,,,0,8,8,14,83.51735866599483,,,,,,,,,,,,,,,,,,,,,,,,,83.5105851249973,84.78266608300328,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",g,,"(-0.1875, 0.1875)",0.0,,,,,0,9,9,34,84.78980008300277,,,,,,,,,,,,,,,,,,,,,,,,,84.78282841599139,85.85147191600117,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, -0.1875)",b,,0.0,0.0,,,,,0,10,10,45,85.85824616599712,,,,,,,,,,,,,,,,,,,,,,,,,85.85163241600094,87.82083195800078,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,0,11,11,13,87.82807795799454,,,,,,,,,,,,,,,,,,,,,,,,,87.82099545799429,89.991475791001,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, 0.1875)",g,,0.0,"(0, -0.25)",,,,,0,12,12,9,89.9987656250014,,,,,,,,,,,,,,,,,,,,,,,,,89.99163870800112,91.56101325000054,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0, 0.25)",g,,"(-0.1875, -0.1875)",0.0,,,,,0,13,13,32,91.56919079099316,,,,,,,,,,,,,,,,,,,,,,,,,91.56118270799925,93.03193387499778,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.1875, -0.1875)",g,,0.0,0.0,,,,,0,14,14,3,93.0388069999899,,,,,,,,,,,,,,,,,,,,,,,,,93.03209366599913,94.40025491599226,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(0.25, 0)",r,,0.0,0.0,,,,,0,15,15,18,94.4098671660031,,,,,,,,,,,,,,,,,,,,,,,,,94.40041508300055,95.57232283300254,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",b,,"(0.1875, -0.1875)",0.0,,,,,0,16,16,54,95.57936733298993,,,,,,,,,,,,,,,,,,,,,,,,,95.57248629099922,96.64188441599254,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,0,17,17,6,96.64859058299044,,,,,,,,,,,,,,,,,,,,,,,,,96.64204554099706,97.71016883300035,,,,,,,,463601,001,2024-05-12_00h41.30.327,creatingimagesNEW,2024.1.4,None,2024-05-12 00h41.36.819984 -0400,
