trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.020725624985061586,0.03745716699631885,1.9928961669793352,4.7616340419626795,space,2.7667804160155356,None,,902634,001,2024-05-05_17h42.05.302,creatingimagesNEW,2024.1.4,None,2024-05-05 17h42.12.547704 -0400,
,,,,,,,,,,,,,,,,4.806688291952014,,,,,,,,
