triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.016794374969322234,0.02783500001532957,1.9944388750009239,2.586313833016902,space,0.56217116600601,None,,,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0, 0.25)",p,0.0,0,0,0,16,2.66985945799388,,,,,,,,,2.628443499968853,3.936378540995065,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.25, 0)",g,0.0,0,1,1,2,3.9430604159715585,,,,,,,,,3.9365405829739757,5.204647290986031,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,2,2,15,5.211289666010998,,,,,,,,,5.204801915970165,10.473529707989655,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.1875, 0.1875)",g,0.0,0,3,3,7,10.522551124973688,,,,,,,,,10.473820707993582,11.786621625011321,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.1875, -0.1875)",p,0.0,0,4,4,21,11.794239250011742,,,,,,,,,11.78680424997583,13.05616670800373,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",0,5,5,14,13.062838290992659,,,,,,,,,13.056324457982555,15.324163457960822,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.25, 0)",g,"(0, 0.25)",0,6,6,10,15.332659915962722,,,,,,,,,15.324326500005554,16.5948255409603,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0, 0.25)",g,0.0,0,7,7,0,16.601396832964383,,,,,,,,,16.594975457992405,17.862803625001106,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0, -0.25)",g,0.0,0,8,8,4,17.869400374998804,,,,,,,,,17.862957249977626,19.13084366597468,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
