trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0038020999636501074,0.022524299914948642,0.022524299914948642,0.6577039000112563,space,0.6399588999338448,None,,669880,001,2024-05-04_21h58.53.566,creatingimagesNEW,2024.1.1,None,2024-05-04 21h58.57.724349 -0400,
,,,,,,,,,,,,,,,,0.6639181999489665,,,,,,,,
