test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0025559000205248594,0.02094550000037998,2.00481159996707,2.558318099938333,space,2.538780399947427,None,,670021,001,2024-05-06_17h00.52.890,creatingimagesNEW,2024.1.1,None,2024-05-06 17h00.58.126514 -0400,
,,,,,,,2.5714126999955624,,,,,,,,,2.56300129997544,,,,,,,,
