test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.01933340006507933,0.036953300004824996,2.003675700048916,2.204395500011742,space,2.1935625000623986,None,,,,,,,,,052942,001,2024-05-09_21h19.59.023,creatingimagesNEW,2024.1.1,None,2024-05-09 21h20.03.020843 -0400,
,,,,,,,,,,,,,,,,,2.204420000081882,2.2204747000942007,3.2037742000538856,4.2212318000383675,space,4.211469900095835,None,,052942,001,2024-05-09_21h19.59.023,creatingimagesNEW,2024.1.1,None,2024-05-09 21h20.03.020843 -0400,
,,,,,,,,4.236956100095995,,,,,,,,,,,,,,,,4.225420700036921,,,,,,,,
