thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions.started,textInstructions.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,image1_1.stopped,image1_2.started,greencircle1_2.started,greencircle2_2.started,greencircle3_2.started,greencircle4_2.started,greencircle5_2.started,greencircle6_2.started,greencircle7_2.started,greentriangle_2.started,image1_2.stopped,image1_3.started,greencircle1_3.started,greencircle2_3.started,greencircle3_3.started,greencircle4_3.started,greencircle5_3.started,greencircle6_3.started,greencircle7_3.started,greentriangle_3.started,image1_3.stopped,image1_4.started,greencircle1_4.started,greencircle2_4.started,greencircle3_4.started,greencircle4_4.started,greencircle5_4.started,greencircle6_4.started,greencircle7_4.started,greentriangle_4.started,image1_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018009832998359343,0.02697562499815831,0.02697562499815831,1.6904583329996967,space,1.6664848750006058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787570,001,2024-04-29_13h45.58.213,searchArrayTrial,2024.1.1,None,2024-04-29 13h46.03.724165 -0400,
,,,,,,,,,1.6904988749993208,1.7111634579996462,1.7111634579996462,3.5004429159998836,space,3.4977748329984024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787570,001,2024-04-29_13h45.58.213,searchArrayTrial,2024.1.1,None,2024-04-29 13h46.03.724165 -0400,
,,,,,,,,,,,,,,,,3.5004955410004186,3.521515166001336,3.521515166001336,3.521515166001336,3.521515166001336,3.521515166001336,3.521515166001336,3.521515166001336,3.521515166001336,4.483566666000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787570,001,2024-04-29_13h45.58.213,searchArrayTrial,2024.1.1,None,2024-04-29 13h46.03.724165 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.483585582998785,4.4936186659979285,4.4936186659979285,4.4936186659979285,4.4936186659979285,4.4936186659979285,4.4936186659979285,4.4936186659979285,4.4936186659979285,5.466886499998509,,,,,,,,,,,,,,,,,,,,,787570,001,2024-04-29_13h45.58.213,searchArrayTrial,2024.1.1,None,2024-04-29 13h46.03.724165 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.466916582998238,5.476757332999114,5.476757332999114,5.476757332999114,5.476757332999114,5.476757332999114,5.476757332999114,5.476757332999114,5.476757332999114,6.44972499999858,,,,,,,,,,,787570,001,2024-04-29_13h45.58.213,searchArrayTrial,2024.1.1,None,2024-04-29 13h46.03.724165 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4497444160006125,6.460148457998002,6.460148457998002,6.460148457998002,6.460148457998002,6.460148457998002,6.460148457998002,6.460148457998002,6.460148457998002,7.432549665998522,787570,001,2024-04-29_13h45.58.213,searchArrayTrial,2024.1.1,None,2024-04-29 13h46.03.724165 -0400,
