trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.009928958024829626,0.041643833043053746,1.9931329170358367,2.366263833013363,space,0.3398935419972986,None,,,,,,,,,,,,,254343,001,2024-05-05_17h44.35.125,creatingimagesNEW,2024.1.4,None,2024-05-05 17h44.42.134598 -0400,
,,,,,,,2.424038333003409,,,,,,,,,2.382551417045761,2.424038333003409,0.04147108399774879,3.364535667002201,3.364535667002201,3.364535667002201,3.364535667002201,3.364535667002201,3.364535667002201,3.364535667002201,3.364535667002201,3.4183920830255374,,,,,,,,
