triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.014634916966315359,0.030528999981470406,1.9970047500100918,3.6153805420035496,space,1.609471042000223,None,,,,,,,,,,,,,,,,,,,,,158013,001,2024-05-05_19h13.25.151,creatingimagesNEW,2024.1.4,None,2024-05-05 19h13.30.831518 -0400,
"(-0.1875, -0.1875)",p,0.0,0,0,0,21,3.654886999982409,,,,,,,,,3.625816166982986,3.6395085839903913,3.63952058396535,0.004480791976675391,4.642035875003785,4.642035875003785,4.642035875003785,4.642035875003785,4.642035875003785,4.642035875003785,4.642035875003785,4.642035875003785,6.006488916988019,-0.1886574074074074,-0.22106481481481483,1,0,0,[1],triangle1,158013,001,2024-05-05_19h13.25.151,creatingimagesNEW,2024.1.4,None,2024-05-05 19h13.30.831518 -0400,
,,,,,,,6.018061792012304,,,,,,,,,6.007266291999258,6.009746291965712,6.009754166996572,0.0036017080419696867,7.007722208974883,7.007722208974883,7.007722208974883,7.007722208974883,7.007722208974883,7.007722208974883,7.007722208974883,7.007722208974883,,,,,,,,,,,,,,,,
