trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.018621499999426305,0.02877679100492969,1.9946677910047583,2.013866041030269,space,0.01402795797912404,None,,,,,,,,,,,,,861434,001,2024-05-05_18h11.30.499,creatingimagesNEW,2024.1.4,None,2024-05-05 18h11.37.143289 -0400,
,,,,,,,4.065551125037018,,,,,,,,,2.033962082990911,4.053112916008104,4.053123374993447,0.004550041980110109,5.0510484160040505,5.0510484160040505,5.0510484160040505,5.0510484160040505,5.0510484160040505,5.0510484160040505,5.0510484160040505,5.0510484160040505,,,,,,,,
