test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.014744600048288703,0.03281510004308075,1.999325399985537,3.652009400073439,space,3.645716500002891,None,,060866,001,2024-05-06_15h29.34.860,creatingimagesNEW,2024.1.1,None,2024-05-06 15h29.39.047900 -0400,
,,,,,,,3.666080700000748,,,,,,,,,3.6553680000361055,,,,,,,,
