test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.3572135409922339,0.39987112500239164,1.993340208020527,4.276401832990814,space,2.2346757499617524,None,,,,,,,,,957424,001,2024-05-09_19h52.23.198,creatingimagesNEW,2024.1.4,None,2024-05-09 19h52.40.497264 -0400,
,,,,,,,,,,,,,,,,,4.276467624993529,4.950735665974207,5.271834624989424,6.769510750018526,space,1.2445975839509629,None,,957424,001,2024-05-09_19h52.23.198,creatingimagesNEW,2024.1.4,None,2024-05-09 19h52.40.497264 -0400,
,,,,,,,,8.258087750000414,,,,,,,,,,,,,,,,6.9695485410047695,,,,,,,,
