triangle_pos,triangle_color,pink_circle_pos,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(-0.25, 0)",r,,"(0.1875, -0.1875)",0.0,,,,,0,20,20,30,81.52162383403629,,,,,,,,,,,,,,,,,,,,,,,,,81.51497266703518,82.7838979170192,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, -0.1875)",r,,0.0,0.0,,,,,0,21,21,19,82.79051229200559,,,,,,,,,,,,,,,,,,,,,,,,,82.78404620900983,84.25353516702307,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, -0.25)",b,,0.0,"(0.1875, 0.1875)",,,,,0,22,22,52,84.26084854203509,,,,,,,,,,,,,,,,,,,,,,,,,84.25368870899547,85.52463925001211,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, 0.1875)",r,,0.0,0.0,,,,,0,23,23,23,85.5314405420213,,,,,,,,,,,,,,,,,,,,,,,,,85.52478954201797,86.69408191699767,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.25, 0)",r,,0.0,0.0,,,,,0,24,24,22,86.70075862499652,,,,,,,,,,,,,,,,,,,,,,,,,86.69423950003693,87.76271654199809,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, -0.1875)",r,,"(-0.25, 0)",0.0,,,,,0,25,25,27,87.76977800001623,,,,,,,,,,,,,,,,,,,,,,,,,87.76299033401301,88.83236291701905,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,0,26,26,37,88.83930270903511,,,,,,,,,,,,,,,,,,,,,,,,,88.83251787500922,90.10191987501457,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.25, 0)",r,,0.0,0.0,,,,,0,27,27,18,90.1087183339987,,,,,,,,,,,,,,,,,,,,,,,,,90.10206612502225,91.17049520899309,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, 0.1875)",b,,0.0,0.0,,,,,0,28,28,47,91.17702854203526,,,,,,,,,,,,,,,,,,,,,,,,,91.17064333404414,92.5402293750085,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, -0.25)",b,,0.0,0.0,,,,,0,29,29,44,92.5469893750269,,,,,,,,,,,,,,,,,,,,,,,,,92.54037925001467,93.90948516700882,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, 0.1875)",b,,0.0,0.0,,,,,0,30,30,41,93.91681895899819,,,,,,,,,,,,,,,,,,,,,,,,,93.9096413750085,95.28024670900777,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, -0.1875)",b,,0.0,0.0,,,,,0,31,31,43,95.28737700002966,,,,,,,,,,,,,,,,,,,,,,,,,95.28042516700225,96.65102799999295,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, -0.1875)",r,,0.0,0.0,,,,,0,32,32,21,96.6584514999995,,,,,,,,,,,,,,,,,,,,,,,,,96.65118054201594,97.62033079203684,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, 0.1875)",b,,0.0,"(0, -0.25)",,,,,0,33,33,49,97.62699441699078,,,,,,,,,,,,,,,,,,,,,,,,,97.62048754200805,98.68976174999261,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, 0.25)",g,,0.0,"(-0.1875, -0.1875)",,,,,0,34,34,32,98.69656820903765,,,,,,,,,,,,,,,,,,,,,,,,,98.68991666700458,100.55934645899106,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, -0.1875)",b,,0.0,"(-0.25, 0)",,,,,0,35,35,51,100.56716833403334,,,,,,,,,,,,,,,,,,,,,,,,,100.55951654200908,101.83006054203724,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, -0.1875)",g,,0.0,0.0,,,,,0,36,36,3,101.83695520902984,,,,,,,,,,,,,,,,,,,,,,,,,101.83021170902066,102.99864383402746,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
None,None,,None,None,,,,,0,37,37,58,103.0054810839938,,,,,,,,,,,,,,,,,,,,,,,,,102.99879333400168,103.26604229200166,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, 0.25)",r,,0.0,0.0,,,,,0,38,38,16,103.27354920899961,,,,,,,,,,,,,,,,,,,,,,,,,103.26623708399711,104.23450658400543,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
None,None,,None,None,,,,,0,39,39,56,104.24131762504112,,,,,,,,,,,,,,,,,,,,,,,,,104.23467533400981,104.50367800000822,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
None,None,,None,None,,,,,0,40,40,62,104.51052362500923,,,,,,,,,,,,,,,,,,,,,,,,,104.50388354202732,104.77084045903757,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, -0.1875)",b,,0.0,"(0, 0.25)",,,,,0,41,41,53,104.78328816703288,,,,,,,,,,,,,,,,,,,,,,,,,104.7710132499924,106.14550575002795,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
None,None,,None,None,,,,,0,42,42,61,106.15284887503367,,,,,,,,,,,,,,,,,,,,,,,,,106.14564975001849,106.41361366701312,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, -0.1875)",g,,0.0,"(-0.25, 0)",,,,,0,43,43,35,106.42000712500885,,,,,,,,,,,,,,,,,,,,,,,,,106.41382612503367,107.48179300001357,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
None,None,,None,None,,,,,0,44,44,63,107.48884483403526,,,,,,,,,,,,,,,,,,,,,,,,,107.481995750044,107.75341279199347,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, 0.1875)",b,,0.0,"(0.25, 0)",,,,,0,45,45,55,107.76111150003271,,,,,,,,,,,,,,,,,,,,,,,,,107.75362533400767,109.12406775000272,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, 0.25)",g,,0.0,0.0,,,,,0,46,46,0,109.1312293750234,,,,,,,,,,,,,,,,,,,,,,,,,109.12422616704134,110.1936998750316,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, -0.25)",r,,"(0.1875, 0.1875)",0.0,,,,,0,47,47,28,110.20067491702503,,,,,,,,,,,,,,,,,,,,,,,,,110.1938519999967,111.36227912502363,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, 0.1875)",r,,"(0.25, 0)",0.0,,,,,0,48,48,31,111.36926316702738,,,,,,,,,,,,,,,,,,,,,,,,,111.36243000003742,112.63157708401559,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0.1875, 0.1875)",g,,0.0,"(0, -0.25)",,,,,0,49,49,33,112.6382404169999,,,,,,,,,,,,,,,,,,,,,,,,,112.6317282920354,113.80099187500309,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.1875, 0.1875)",g,,"(0.25, 0)",0.0,,,,,0,50,50,15,113.80785158404615,,,,,,,,,,,,,,,,,,,,,,,,,113.80114554200554,115.17062425002223,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,0,51,51,6,115.17740804201458,,,,,,,,,,,,,,,,,,,,,,,,,115.17077125003561,116.23907145904377,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
None,None,,None,None,,,,,0,52,52,59,116.24574437504634,,,,,,,,,,,,,,,,,,,,,,,,,116.23921429202892,116.50679229199886,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(-0.25, 0)",g,,"(0.1875, -0.1875)",0.0,,,,,0,53,53,14,116.5147054590052,,,,,,,,,,,,,,,,,,,,,,,,,116.50700879201759,117.77626745903399,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
"(0, -0.25)",g,,"(0.1875, 0.1875)",0.0,,,,,0,54,54,12,117.78305587504292,,,,,,,,,,,,,,,,,,,,,,,,,117.77641129202675,118.94509408401791,,,,,,,,281187,001,2024-05-08_20h51.42.724,creatingimagesNEW,2024.1.4,None,2024-05-08 20h51.52.402058 -0400,
