test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.010621000081300735,0.029266600031405687,2.0116064000176266,2.8812744000460953,space,2.867740400019102,None,,066806,001,2024-05-06_16h19.06.552,creatingimagesNEW,2024.1.1,None,2024-05-06 16h19.10.519336 -0400,
,,,,,,,2.8952469000359997,,,,,,,,,2.8845848999917507,,,,,,,,
