test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.005744599970057607,0.023131199995987117,2.007179200067185,2.1241037000436336,space,None,None,,,,,,,,,485259,001,2024-05-09_21h43.22.479,creatingimagesNEW,2024.1.1,None,2024-05-09 21h43.26.173114 -0400,
,,,,,,,,,,,,,,,,,2.1241343000438064,2.140257199993357,3.1236381999915466,3.1243523999582976,space,3.027487999992445,None,,485259,001,2024-05-09_21h43.22.479,creatingimagesNEW,2024.1.1,None,2024-05-09 21h43.26.173114 -0400,
,,,,,,,,3.1404035000596195,,,,,,,,,,,,,,,,3.128457000013441,,,,,,,,
