thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016259800002444535,0.034011200012173504,0.034011200012173504,,,,,,,,
