trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.014393082994502038,0.024497208010870963,1.9927670829929411,3.176241540990304,space,1.1626906669698656,None,,,,,,,,,,,,,637368,001,2024-05-05_19h25.29.233,creatingimagesNEW,2024.1.4,None,2024-05-05 19h25.34.914925 -0400,
,,,,,,,3.2156628749798983,,,,,,,,,3.189965999976266,8.478734666015953,8.478745791013353,0.004505374992731959,9.485769665974658,9.485769665974658,9.485769665974658,9.485769665974658,9.485769665974658,9.485769665974658,9.485769665974658,9.485769665974658,,,,,,,,
