trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,mouse_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.02013345796149224,0.02987391600618139,1.991942749998998,3.816302999970503,space,1.8038680420140736,None,,,726395,001,2024-05-05_19h31.20.824,creatingimagesNEW,2024.1.4,None,2024-05-05 19h31.27.428968 -0400,
,,,,,,,3.856815374980215,,,,,,,,,3.8291950409766287,5.302076833031606,,,,,,,,
