thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions.started,textInstructions.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,image1_1.stopped,image1_2.started,greencircle1_2.started,greencircle2_2.started,greencircle3_2.started,greencircle4_2.started,greencircle5_2.started,greencircle6_2.started,greencircle7_2.started,greentriangle_2.started,image1_2.stopped,image1_3.started,greencircle1_3.started,greencircle2_3.started,greencircle3_3.started,greencircle4_3.started,greencircle5_3.started,greencircle6_3.started,greencircle7_3.started,greentriangle_3.started,image1_3.stopped,image1_4.started,greencircle1_4.started,greencircle2_4.started,greencircle3_4.started,greencircle4_4.started,greencircle5_4.started,greencircle6_4.started,greencircle7_4.started,greentriangle_4.started,image1_4.stopped,image1_5.started,greencircle1_5.started,greencircle2_5.started,greencircle3_5.started,greencircle4_5.started,greencircle5_5.started,greencircle6_5.started,greencircle7_5.started,greentriangle_5.started,image1_5.stopped,image1_6.started,greencircle1_6.started,greencircle2_6.started,greencircle3_6.started,greencircle4_6.started,greencircle5_6.started,greencircle6_6.started,greencircle7_6.started,greentriangle_6.started,image1_6.stopped,image1_7.started,greencircle1_7.started,greencircle2_7.started,greencircle3_7.started,greencircle4_7.started,greencircle5_7.started,greencircle6_7.started,greencircle7_7.started,greentriangle_7.started,image1_7.stopped,image1_8.started,greencircle1_8.started,greencircle2_8.started,greencircle3_8.started,greencircle4_8.started,greencircle5_8.started,greencircle6_8.started,greencircle7_8.started,greentriangle_8.started,image1_8.stopped,image3_1.started,greencircle1_9.started,greencircle2_9.started,greencircle3_9.started,greencircle4_9.started,greencircle5_9.started,greencircle6_9.started,greencircle7_9.started,pinktriangle.started,image3_1.stopped,image3_2.started,greencircle1_10.started,greencircle2_10.started,greencircle3_10.started,greencircle4_10.started,greencircle5_10.started,greencircle6_10.started,greencircle7_10.started,greentriangle_9.started,image3_2.stopped,image3_3.started,greencircle1_11.started,greencircle2_11.started,greencircle3_11.started,greencircle4_11.started,greencircle5_11.started,greencircle6_11.started,greencircle7_11.started,greentriangle_10.started,image3_3.stopped,image3_4.started,greencircle1_12.started,greencircle2_12.started,greencircle3_12.started,greencircle4_12.started,greencircle5_12.started,greencircle6_12.started,greencircle7_12.started,greentriangle_11.started,image3_4.stopped,image3_5.started,greencircle1_13.started,greencircle2_13.started,greencircle3_13.started,greencircle4_13.started,greencircle5_13.started,greencircle6_13.started,greencircle7_13.started,greentriangle_12.started,image3_5.stopped,image3_6.started,greencircle1_14.started,greencircle2_14.started,greencircle3_14.started,greencircle4_14.started,greencircle5_14.started,greencircle6_14.started,greencircle7_14.started,greentriangle_13.started,image3_6.stopped,image3_7.started,greencircle1_15.started,greencircle2_15.started,greencircle3_15.started,greencircle4_15.started,greencircle5_15.started,greencircle6_15.started,greencircle7_15.started,greentriangle_14.started,image3_7.stopped,image3_8.started,greencircle1_16.started,greencircle2_16.started,greencircle3_16.started,greencircle4_16.started,greencircle5_16.started,greencircle6_16.started,greencircle7_16.started,greentriangle_15.started,image3_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014195499999914318,0.031689299998106435,0.031689299998106435,0.7190378999803215,space,0.7124060999776702,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,0.7190689999843016,0.7323258999967948,0.7323258999967948,5.317197099997429,space,5.302754299977096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,5.317239600000903,5.332425100001274,5.332425100001274,5.332425100001274,5.332425100001274,5.332425100001274,5.332425100001274,5.332425100001274,5.332425100001274,6.316839799983427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,6.3168731999758165,6.332189399981871,6.332189399981871,6.332189399981871,6.332189399981871,6.332189399981871,6.332189399981871,6.332189399981871,6.332189399981871,7.2999263999809045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.299960399977863,7.315545399993425,7.315545399993425,7.315545399993425,7.315545399993425,7.315545399993425,7.315545399993425,7.315545399993425,7.315545399993425,8.28346330000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.283487099979538,8.299267099995632,8.299267099995632,8.299267099995632,8.299267099995632,8.299267099995632,8.299267099995632,8.299267099995632,8.299267099995632,9.266680100001395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26670069998363,9.282814299978781,9.282814299978781,9.282814299978781,9.282814299978781,9.282814299978781,9.282814299978781,9.282814299978781,9.282814299978781,10.249988099996699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25001579997479,10.265839599975152,10.265839599975152,10.265839599975152,10.265839599975152,10.265839599975152,10.265839599975152,10.265839599975152,10.265839599975152,11.233426599996164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.233469799975865,11.249169599992456,11.249169599992456,11.249169599992456,11.249169599992456,11.249169599992456,11.249169599992456,11.249169599992456,11.249169599992456,12.217148499999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21718669999973,12.232474199990975,12.232474199990975,12.232474199990975,12.232474199990975,12.232474199990975,12.232474199990975,12.232474199990975,12.232474199990975,13.200271199981216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986116,001,2024-04-30_15h30.00.292,searchArrayTrial,2024.1.1,None,2024-04-30 15h30.04.806964 -0400,
