test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.010436800075694919,0.029031600104644895,2.0129776999820024,2.013743800111115,space,1.9915744001045823,None,,,,,,,,,210830,001,2024-05-10_12h10.55.445,creatingimagesNEW,2024.1.1,None,2024-05-10 12h10.59.764596 -0400,
,,,,,,,,,,,,,,,,,2.013766000047326,2.0291373999789357,3.028952700085938,4.013079399941489,space,3.9977440000511706,None,,210830,001,2024-05-10_12h10.55.445,creatingimagesNEW,2024.1.1,None,2024-05-10 12h10.59.764596 -0400,
,,,,,,,,4.029251700034365,,,,,,,,,,,,,,,,4.017576300073415,,,,,,,,
