trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.01758650003466755,0.02878812502603978,1.995249875006266,4.712011417024769,space,2.685601915989537,None,,327516,001,2024-05-05_19h27.59.281,creatingimagesNEW,2024.1.4,None,2024-05-05 19h28.05.274241 -0400,
,,,,,,,4.757437249994837,,,,,,,,,4.7274155000341125,,,,,,,,
