thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions.started,textInstructions.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,mouseImage1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014649624998128274,0.02578495799753,0.02578495799753,0.6840401669978746,space,0.657275416997436,None,,,,,,,,,,,,,,,,,,559120,001,2024-04-29_12h05.53.785,searchArrayTrial,2024.1.1,None,2024-04-29 12h05.59.380710 -0400,
,,,,,,,,,0.6840845419974357,0.7239969579968601,0.7239969579968601,1.2102563329972327,space,1.2038091249996796,None,,,,,,,,,,,559120,001,2024-04-29_12h05.53.785,searchArrayTrial,2024.1.1,None,2024-04-29 12h05.59.380710 -0400,
,,,,,,,,,,,,,,,,1.2102924169994367,1.2362954169984732,1.2362954169984732,1.2362954169984732,1.2362954169984732,1.2362954169984732,1.2362954169984732,1.2362954169984732,1.2362954169984732,4.2292002035537735e-05,,,,,,,,
