test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.004169599968008697,0.022651199949905276,2.0066304999636486,2.1076148999854922,space,None,None,,,,,,,,,022950,001,2024-05-09_21h36.56.643,creatingimagesNEW,2024.1.1,None,2024-05-09 21h37.00.204629 -0400,
,,,,,,,,,,,,,,,,,2.1076518000336364,2.1233101000543684,3.122593199950643,3.140040999976918,space,3.1295523999724537,None,,022950,001,2024-05-09_21h36.56.643,creatingimagesNEW,2024.1.1,None,2024-05-09 21h37.00.204629 -0400,
,,,,,,,,3.1559110999805853,,,,,,,,,,,,,,,,3.144155399990268,,,,,,,,
