trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.017484334006439894,0.03408312500687316,1.9991620419896208,3.6840207499917597,space,1.6800262089818716,None,,680280,001,2024-05-05_19h38.24.071,creatingimagesNEW,2024.1.4,None,2024-05-05 19h38.39.300606 -0400,
,,,,,,,,,,,,,,,,3.7043759590014815,,,,,,,,
