triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,builder_attempt.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,builder_attempt.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.010119959013536572,0.03674162499373779,1.9958430840051733,7.134620291995816,space,5.115266166976653,None,,,,,,,,,,,,,,,,,,,,,433048,001,2024-05-05_22h27.41.284,creatingimagesNEW,2024.1.4,None,2024-05-05 22h27.48.366008 -0400,
"(0.1875, 0.1875)",p,0.0,0,0,0,17,7.2158958339714445,,,,,,,,,7.170951374981087,9.4789973750012,9.479009541973937,0.004896082973573357,10.48029937496176,10.48029937496176,10.48029937496176,10.48029937496176,10.48029937496176,10.48029937496176,10.48029937496176,10.48029937496176,13.697553458972834,0.19212962962962962,0.19675925925925927,1,0,0,[1],unnamed Polygon,433048,001,2024-05-05_22h27.41.284,creatingimagesNEW,2024.1.4,None,2024-05-05 22h27.48.366008 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,1,1,15,13.705443541985005,,,,,,,,,13.698609667015262,15.965734083962161,15.965744874964003,0.0035957079962827265,16.97197224997217,16.97197224997217,16.97197224997217,16.97197224997217,16.97197224997217,16.97197224997217,16.97197224997217,16.97197224997217,20.49777895899024,-0.2037037037037037,0.1875,1,0,0,[1],unnamed Polygon,433048,001,2024-05-05_22h27.41.284,creatingimagesNEW,2024.1.4,None,2024-05-05 22h27.48.366008 -0400,
,,,,,,,20.505478833976667,,,,,,,,,20.49847720901016,22.766154958982952,22.76617495896062,0.003721624962054193,23.772419999993872,23.772419999993872,23.772419999993872,23.772419999993872,23.772419999993872,23.772419999993872,23.772419999993872,23.772419999993872,,,,,,,,,,,,,,,,
