trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,mouse_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.01702787500107661,0.027513707987964153,1.997797291027382,3.8740671660052612,space,1.8703976669930853,None,,,859286,001,2024-05-05_19h43.14.818,creatingimagesNEW,2024.1.4,None,2024-05-05 19h43.20.304301 -0400,
,,,,,,,3.9097640410182066,,,,,,,,,3.886644166021142,10.298931833007373,,,,,,,,
