test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.011566100060008466,0.02954010001849383,2.0142350000096485,2.1991866000462323,space,2.1963516001123935,None,,805917,001,2024-05-06_16h28.01.724,creatingimagesNEW,2024.1.1,None,2024-05-06 16h28.06.405336 -0400,
,,,,,,,,,,,,,,,,2.2050581000512466,,,,,,,,
