test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.005733000114560127,0.023755500093102455,2.0081752999685705,2.0914356000721455,space,2.0764448000118136,None,,,,,,,,,259651,001,2024-05-10_12h16.48.352,creatingimagesNEW,2024.1.1,None,2024-05-10 12h16.52.758014 -0400,
,,,,,,,,,,,,,,,,,2.0914594000205398,2.107480099890381,3.090883200056851,3.491669900016859,space,3.488023400073871,None,,259651,001,2024-05-10_12h16.48.352,creatingimagesNEW,2024.1.1,None,2024-05-10 12h16.52.758014 -0400,
,,,,,,,,3.5074237999506295,,,,,,,,,,,,,,,,3.4957906999625266,,,,,,,,
