thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01939000003039837,0.03646949992980808,2.003504700027406,2.672671200009063,space,2.6668347999220714,None,,,,461407,001,2024-05-09_21h18.53.237,creatingimagesNEW,2024.1.1,None,2024-05-09 21h18.57.010998 -0400,
,,,,,,,,,2.672694699955173,2.687235299963504,3.6867090000305325,,,,,,,,
