trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.009370000043418258,0.01609900000039488,1.9915760839940049,2.3175865840166807,space,0.30415662500308827,None,,,,,,,,,,,,,364225,001,2024-05-05_19h37.20.920,creatingimagesNEW,2024.1.4,None,2024-05-05 19h37.26.640899 -0400,
,,,,,,,2.3573910840204917,,,,,,,,,2.329910334025044,4.422099417017307,4.422110209008679,0.004308749979827553,5.423969459021464,5.423969459021464,5.423969459021464,5.423969459021464,5.423969459021464,5.423969459021464,5.423969459021464,5.423969459021464,,,,,,,,
