test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.014727500034496188,0.03311399999074638,2.000134799978696,2.1166207999922335,space,2.1146039000013843,None,,007002,001,2024-05-06_16h24.17.458,creatingimagesNEW,2024.1.1,None,2024-05-06 16h24.26.177667 -0400,
,,,,,,,2.132800900028087,,,,,,,,,2.1200599999865517,,,,,,,,
