thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions.started,textInstructions.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,image1_1.stopped,image1_2.started,greencircle1_2.started,greencircle2_2.started,greencircle3_2.started,greencircle4_2.started,greencircle5_2.started,greencircle6_2.started,greencircle7_2.started,greentriangle_2.started,image1_2.stopped,image1_3.started,greencircle1_3.started,greencircle2_3.started,greencircle3_3.started,greencircle4_3.started,greencircle5_3.started,greencircle6_3.started,greencircle7_3.started,greentriangle_3.started,image1_3.stopped,image1_4.started,greencircle1_6.started,greencircle2_6.started,greencircle3_6.started,greencircle4_6.started,greencircle5_6.started,greencircle6_6.started,greencircle7_4.started,greentriangle_5.started,image1_4.stopped,image1_5.started,greencircle1_7.started,greencircle2_7.started,greencircle3_7.started,greencircle4_7.started,greencircle5_7.started,greencircle6_7.started,greencircle7_6.started,greentriangle_6.started,image1_5.stopped,image1_6.started,greencircle1_8.started,greencircle2_8.started,greencircle3_8.started,greencircle4_8.started,greencircle5_8.started,greencircle6_8.started,greencircle7_7.started,greentriangle_7.started,image1_6.stopped,image1_7.started,greencircle1_9.started,greencircle2_9.started,greencircle3_9.started,greencircle4_9.started,greencircle5_9.started,greencircle6_9.started,greencircle7_8.started,greentriangle_8.started,image1_7.stopped,image1_8.started,greencircle1_10.started,greencircle2_10.started,greencircle3_10.started,greencircle4_10.started,greencircle5_10.started,greencircle6_10.started,greencircle7_9.started,greentriangle_9.started,image1_8.stopped,image1_9.started,greencircle1_11.started,greencircle2_11.started,greencircle3_11.started,greencircle4_11.started,greencircle5_11.started,greencircle6_11.started,greencircle7_10.started,greentriangle_10.started,image1_9.stopped,image1_10.started,greencircle1_12.started,greencircle2_12.started,greencircle3_12.started,greencircle4_12.started,greencircle5_12.started,greencircle6_12.started,greencircle7_11.started,greentriangle_11.started,image1_10.stopped,image2_1.started,greencircle1_4.started,greencircle2_4.started,greencircle3_4.started,greencircle4_4.started,greencircle5_4.started,greencircle6_4.started,pinkcircle.started,greentriangle_4.started,image2_1.stopped,image3_1.started,greencircle1_5.started,greencircle2_5.started,greencircle3_5.started,greencircle4_5.started,greencircle5_5.started,greencircle6_5.started,pinktriangle.started,greencircle7_5.started,image3_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0050848999817389995,0.022901699994690716,0.022901699994690716,2.409744199976558,space,2.4059414999792352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,2.4097672999778297,2.422925699996995,2.422925699996995,3.64116179998382,space,3.6288377000018954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,3.641189099987969,3.656738299992867,3.656738299992867,3.656738299992867,3.656738299992867,3.656738299992867,3.656738299992867,3.656738299992867,3.656738299992867,4.640244799986249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.640262699977029,4.656959599989932,4.656959599989932,4.656959599989932,4.656959599989932,4.656959599989932,4.656959599989932,4.656959599989932,4.656959599989932,5.623585399996955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.623611999995774,5.639926799980458,5.639926799980458,5.639926799980458,5.639926799980458,5.639926799980458,5.639926799980458,5.639926799980458,5.639926799980458,6.607022999989567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.607041799987201,6.623350499983644,6.623350499983644,6.623350499983644,6.623350499983644,6.623350499983644,6.623350499983644,6.623350499983644,6.623350499983644,7.590480499988189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5905008999980055,7.606677299976582,7.606677299976582,7.606677299976582,7.606677299976582,7.606677299976582,7.606677299976582,7.606677299976582,7.606677299976582,8.573999099986395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.574017899984028,8.590470900002401,8.590470900002401,8.590470900002401,8.590470900002401,8.590470900002401,8.590470900002401,8.590470900002401,8.590470900002401,9.557096199976513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.557115999981761,9.573750799987465,9.573750799987465,9.573750799987465,9.573750799987465,9.573750799987465,9.573750799987465,9.573750799987465,9.573750799987465,10.540524599986384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.54054570000153,10.556765599991195,10.556765599991195,10.556765599991195,10.556765599991195,10.556765599991195,10.556765599991195,10.556765599991195,10.556765599991195,11.523487999977078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363040,001,2024-04-29_12h37.49.001,searchArrayTrial,2024.1.1,None,2024-04-29 12h37.53.242595 -0400,
