triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,End_Routine.started,End_Text.started,key_resp_2.started,End_Text.stopped,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0, 0.25)",g,0.0,0,10,10,0,21.50208470004145,,,,,,,,,21.48646899999585,21.50208470004145,0.0027392000192776322,22.50176689994987,22.50176689994987,22.50176689994987,22.50176689994987,22.50176689994987,22.50176689994987,22.50176689994987,22.50176689994987,22.50176689994987,23.16906560002826,0.010416666666666666,0.2662037037037037,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(-0.25, 0)",p,0.0,0,11,11,22,23.184545899974182,,,,,,,,,23.16956740000751,23.184545899974182,0.0027640999760478735,24.185182100045495,24.185182100045495,24.185182100045495,24.185182100045495,24.185182100045495,24.185182100045495,24.185182100045495,24.185182100045495,24.185182100045495,24.81928749999497,-0.23148148148148148,-0.024305555555555556,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(-0.1875, -0.1875)",g,0.0,0,12,12,5,24.835512400022708,,,,,,,,,24.819801899953745,24.835512400022708,0.0030451000202447176,25.83517540001776,25.83517540001776,25.83517540001776,25.83517540001776,25.83517540001776,25.83517540001776,25.83517540001776,25.83517540001776,25.83517540001776,27.03629469999578,-0.1840277777777778,-0.22337962962962962,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0, 0.25)",p,0.0,0,13,13,16,27.05161580001004,,,,,,,,,27.036814199993387,27.05161580001004,0.002983400016091764,28.051862100022845,28.051862100022845,28.051862100022845,28.051862100022845,28.051862100022845,28.051862100022845,28.051862100022845,28.051862100022845,28.051862100022845,29.18608040001709,-0.0023148148148148147,0.21643518518518517,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(-0.1875, 0.1875)",g,0.0,0,14,14,7,29.202015300048515,,,,,,,,,29.18664530001115,29.202015300048515,0.0027773999609053135,30.201773599954322,30.201773599954322,30.201773599954322,30.201773599954322,30.201773599954322,30.201773599954322,30.201773599954322,30.201773599954322,30.201773599954322,30.969148300006054,-0.16898148148148148,0.1527777777777778,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0, -0.25)",p,0.0,0,15,15,20,30.98498019995168,,,,,,,,,30.969782400061376,30.98498019995168,0.0030279000056907535,31.985379399964586,31.985379399964586,31.985379399964586,31.985379399964586,31.985379399964586,31.985379399964586,31.985379399964586,31.985379399964586,31.985379399964586,33.871326499967836,0.0023148148148148147,-0.20833333333333334,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(-0.25, 0)",g,0.0,0,16,16,6,33.88695189997088,,,,,,,,,33.87180299998727,33.88695189997088,0.002593599958345294,34.886373799992725,34.886373799992725,34.886373799992725,34.886373799992725,34.886373799992725,34.886373799992725,34.886373799992725,34.886373799992725,34.886373799992725,35.5870296000503,-0.27199074074074076,-0.04050925925925926,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0.25, 0)",p,0.0,0,17,17,18,35.60229419998359,,,,,,,,,35.58753879996948,35.60229419998359,0.0026361000491306186,36.60319769999478,36.60319769999478,36.60319769999478,36.60319769999478,36.60319769999478,36.60319769999478,36.60319769999478,36.60319769999478,36.60319769999478,37.20338800002355,0.24768518518518517,0.0011574074074074073,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0.25, 0)",g,"(0, 0.25)",0,18,18,10,37.21899199998006,,,,,,,,,37.20392770005856,37.21899199998006,0.0026684999465942383,38.218818100052886,38.218818100052886,38.218818100052886,38.218818100052886,38.218818100052886,38.218818100052886,38.218818100052886,38.218818100052886,38.218818100052886,39.33655819995329,0.25810185185185186,0.0011574074074074073,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(-0.1875, -0.1875)",p,0.0,0,19,19,21,39.35208610002883,,,,,,,,,39.33707729994785,39.35208610002883,0.0027435000520199537,40.335643199970946,40.335643199970946,40.335643199970946,40.335643199970946,40.335643199970946,40.335643199970946,40.335643199970946,40.335643199970946,40.35236330004409,41.03689710004255,-0.2037037037037037,-0.2037037037037037,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0.1875, 0.1875)",p,0.0,0,20,20,17,41.05273220001254,,,,,,,,,41.03744930005632,41.05273220001254,0.0027534000109881163,42.05163550004363,42.05163550004363,42.05163550004363,42.05163550004363,42.05163550004363,42.05163550004363,42.05163550004363,42.05163550004363,42.06842909997795,43.353181099984795,0.16203703703703703,0.17708333333333334,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0.1875, -0.1875)",p,0.0,0,21,21,19,43.36877880000975,,,,,,,,,43.35373169998638,43.36877880000975,0.002682400052435696,44.36901220004074,44.36901220004074,44.36901220004074,44.36901220004074,44.36901220004074,44.36901220004074,44.36901220004074,44.36901220004074,44.36901220004074,45.68721440003719,0.1886574074074074,-0.1875,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0.1875, 0.1875)",g,"(0, -0.25)",0,22,22,9,45.70280149998143,,,,,,,,,45.68774159997702,45.70280149998143,0.0027555000269785523,46.7027425999986,46.7027425999986,46.7027425999986,46.7027425999986,46.7027425999986,46.7027425999986,46.7027425999986,46.7027425999986,46.7027425999986,47.686821199953556,0.1875,0.1724537037037037,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,23,23,8,47.70279909996316,,,,,,,,,47.687320700031705,47.70279909996316,0.0029500999953597784,48.702764000045136,48.702764000045136,48.702764000045136,48.702764000045136,48.702764000045136,48.702764000045136,48.702764000045136,48.702764000045136,48.702764000045136,49.58696970005985,-0.024305555555555556,0.2326388888888889,1,0,0,[1],triangle1,,,,,,,,,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.587414899957366,49.60323590005282,49.60323590005282,50.60413230000995,52.07021569996141,space,52.057625900022686,None,089528,001,2024-05-04_22h14.17.657,creatingimagesNEW,2024.1.1,None,2024-05-04 22h14.21.675798 -0400,
