test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.015795799903571606,0.03373919997829944,2.0009638998890296,2.001640999922529,space,1.9147494999924675,None,,,,,,,,,611427,001,2024-05-09_21h39.45.936,creatingimagesNEW,2024.1.1,None,2024-05-09 21h39.49.663963 -0400,
,,,,,,,,,,,,,,,,,2.0016643999842927,2.017273599980399,3.000790899968706,3.018106499919668,space,3.010486499988474,None,,611427,001,2024-05-09_21h39.45.936,creatingimagesNEW,2024.1.1,None,2024-05-09 21h39.49.663963 -0400,
,,,,,,,,3.034042499959469,,,,,,,,,,,,,,,,3.022158299922012,,,,,,,,
