thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01685579097829759,0.03482937498483807,1.9937716249842197,3.4643098330125213,space,1.43932245898759,None,,,,,,,,614460,001,2024-05-07_19h40.16.627,creatingimagesNEW,2024.1.4,None,2024-05-07 19h40.23.269574 -0400,
,,,,,,,,,3.464360458019655,3.506499083014205,4.45974279101938,10.628715166007169,space,6.1626801249803975,None,614460,001,2024-05-07_19h40.16.627,creatingimagesNEW,2024.1.4,None,2024-05-07 19h40.23.269574 -0400,
