trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.02010475000133738,0.03538629203103483,1.993063916976098,4.811046999995597,space,2.8120394170400687,None,,,,,,,,,,,,,174597,001,2024-05-05_18h04.56.297,creatingimagesNEW,2024.1.4,None,2024-05-05 18h05.04.703121 -0400,
,,,,,,,4.916151500015985,,,,,,,,,4.853384334011935,4.8957146250177175,4.895727958995849,0.0050312079838477075,5.904617791995406,5.904617791995406,5.904617791995406,5.904617791995406,5.904617791995406,5.904617791995406,5.904617791995406,5.904617791995406,,,,,,,,
