triangle_pos,triangle_color,pink_circle_pos,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(-0.1875, -0.1875)",r,,"(0, 0.25)",0.0,,,,,2,41,169,29,237.5849712920026,,,,,,,,,,,,,,,,,,,,,,,,,237.57849445799366,238.64803224999923,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",r,,0.0,0.0,,,,,2,42,170,19,238.65447858301923,,,,,,,,,,,,,,,,,,,,,,,,,238.64818729198305,239.81747995800106,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",g,,0.0,"(-0.1875, 0.1875)",,,,,2,43,171,34,239.8242168329889,,,,,,,,,,,,,,,,,,,,,,,,,239.8176353329909,241.58811341703404,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,2,44,172,37,241.5969529580325,,,,,,,,,,,,,,,,,,,,,,,,,241.58827308303444,242.6610222919844,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",g,,0.0,"(0, -0.25)",,,,,2,45,173,33,242.66745441703824,,,,,,,,,,,,,,,,,,,,,,,,,242.6611840419937,243.83043316699332,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",g,,0.0,0.0,,,,,2,46,174,2,243.8370163750369,,,,,,,,,,,,,,,,,,,,,,,,,243.83057975000702,245.10040229203878,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",g,,0.0,"(-0.25, 0)",,,,,2,47,175,35,245.1069446670008,,,,,,,,,,,,,,,,,,,,,,,,,245.1005586250103,246.17029283300508,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",b,,0.0,0.0,,,,,2,48,176,44,246.17669187503634,,,,,,,,,,,,,,,,,,,,,,,,,246.17044716700912,247.3408827080275,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",r,,0.0,0.0,,,,,2,49,177,16,247.34740587498527,,,,,,,,,,,,,,,,,,,,,,,,,247.3410319579998,248.41091087501263,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",b,,0.0,0.0,,,,,2,50,178,40,248.41744187503355,,,,,,,,,,,,,,,,,,,,,,,,,248.41107545798877,249.68089341698214,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,51,179,56,249.68742554198252,,,,,,,,,,,,,,,,,,,,,,,,,249.6810454170336,249.95006312499754,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",r,,"(-0.1875, -0.1875)",0.0,,,,,2,52,180,24,249.95939204201568,,,,,,,,,,,,,,,,,,,,,,,,,249.95028883300256,251.22190283302916,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",r,,"(0.25, 0)",0.0,,,,,2,53,181,31,251.22843004198512,,,,,,,,,,,,,,,,,,,,,,,,,251.22205645800568,252.7944347920129,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",g,,0.0,0.0,,,,,2,54,182,5,252.80374595802277,,,,,,,,,,,,,,,,,,,,,,,,,252.79459387500538,254.06787633302156,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",r,,"(-0.25, 0)",0.0,,,,,2,55,183,27,254.0746673750109,,,,,,,,,,,,,,,,,,,,,,,,,254.06803229200887,255.43830600002548,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,56,184,61,255.4466629580129,,,,,,,,,,,,,,,,,,,,,,,,,255.4384579170146,255.7091822079965,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",b,,0.0,"(0, -0.25)",,,,,2,57,185,49,255.71537879202515,,,,,,,,,,,,,,,,,,,,,,,,,255.70940237503964,256.8784382499871,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",b,,0.0,0.0,,,,,2,58,186,47,256.8848359580152,,,,,,,,,,,,,,,,,,,,,,,,,256.8786005830043,257.9486434580176,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",g,,"(-0.1875, -0.1875)",0.0,,,,,2,59,187,8,257.95523104199674,,,,,,,,,,,,,,,,,,,,,,,,,257.9487941249972,259.21924183302326,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",g,,0.0,0.0,,,,,2,60,188,4,259.2258899169974,,,,,,,,,,,,,,,,,,,,,,,,,259.219404375006,260.3890774170286,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",b,,0.0,0.0,,,,,2,61,189,46,260.39571762498235,,,,,,,,,,,,,,,,,,,,,,,,,260.3892296249978,261.6593750420143,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,62,190,62,261.66579341702163,,,,,,,,,,,,,,,,,,,,,,,,,261.6595256670262,261.9282949169865,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",r,,"(0, -0.25)",0.0,,,,,2,63,191,25,261.9344462080044,,,,,,,,,,,,,,,,,,,,,,,,,261.92844845802756,262.79607845802093,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.79613100003917,262.8020951669896,262.8020951669896,,,,,,,,
