triangle_pos,triangle_color,pink_circle_pos,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, -0.1875)",r,,"(-0.25, 0)",0.0,,,,,1,14,78,27,128.1573767500231,,,,,,,,,,,,,,,,,,,,,,,,,128.1512167500332,129.92085450002924,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",g,,"(0.1875, -0.1875)",0.0,,,,,1,15,79,14,129.93007070798194,,,,,,,,,,,,,,,,,,,,,,,,,129.9210161670344,131.19246462499723,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",b,,0.0,"(-0.1875, 0.1875)",,,,,1,16,80,50,131.19913808302954,,,,,,,,,,,,,,,,,,,,,,,,,131.19262579199858,132.46153387503,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",b,,0.0,0.0,,,,,1,17,81,41,132.46806233300595,,,,,,,,,,,,,,,,,,,,,,,,,132.46168850001413,133.53050104202703,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",g,,0.0,"(0.25, 0)",,,,,1,18,82,39,133.53707166702952,,,,,,,,,,,,,,,,,,,,,,,,,133.5306597080198,134.99992349999957,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",g,,0.0,"(0, -0.25)",,,,,1,19,83,33,135.00839616701705,,,,,,,,,,,,,,,,,,,,,,,,,135.00007912499132,136.0684764169855,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",r,,0.0,0.0,,,,,1,20,84,17,136.0750233749859,,,,,,,,,,,,,,,,,,,,,,,,,136.0686311669997,137.33780208299868,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",g,,0.0,0.0,,,,,1,21,85,2,137.34423091699136,,,,,,,,,,,,,,,,,,,,,,,,,137.3379544580239,138.40594033303205,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",g,,0.0,0.0,,,,,1,22,86,1,138.4126994170365,,,,,,,,,,,,,,,,,,,,,,,,,138.40611620800337,139.47882937500253,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,23,87,63,139.4855737920152,,,,,,,,,,,,,,,,,,,,,,,,,139.47897712502163,139.74707158299861,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",g,,0.0,"(0.1875, 0.1875)",,,,,1,24,88,36,139.75572379201185,,,,,,,,,,,,,,,,,,,,,,,,,139.74729920801474,140.91752975003328,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",r,,"(0, -0.25)",0.0,,,,,1,25,89,25,140.9237361670239,,,,,,,,,,,,,,,,,,,,,,,,,140.91768137499457,141.98626095801592,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",r,,"(0.25, 0)",0.0,,,,,1,26,90,31,141.9934068750008,,,,,,,,,,,,,,,,,,,,,,,,,141.98641549999593,143.356075083022,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,27,91,57,143.3628086670069,,,,,,,,,,,,,,,,,,,,,,,,,143.35622970800614,143.62446908303536,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,28,92,59,143.63177195802564,,,,,,,,,,,,,,,,,,,,,,,,,143.62467925000237,143.89559154200833,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",b,,0.0,"(0.1875, -0.1875)",,,,,1,29,93,54,143.91779204201885,,,,,,,,,,,,,,,,,,,,,,,,,143.89589345798595,146.28130220802268,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,30,94,56,146.2903244580375,,,,,,,,,,,,,,,,,,,,,,,,,146.28145225002663,146.55244545801543,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",g,,0.0,"(0.1875, -0.1875)",,,,,1,31,95,38,146.55837204202544,,,,,,,,,,,,,,,,,,,,,,,,,146.552657000022,149.7218455420225,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",r,,"(0.1875, -0.1875)",0.0,,,,,1,32,96,30,149.73108487500576,,,,,,,,,,,,,,,,,,,,,,,,,149.72200358303962,150.89392454200424,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,1,33,97,6,150.9002571250312,,,,,,,,,,,,,,,,,,,,,,,,,150.89408462500433,151.96240870800102,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",r,,0.0,0.0,,,,,1,34,98,18,151.96866420801962,,,,,,,,,,,,,,,,,,,,,,,,,151.96256037498824,153.2312494579819,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,35,99,62,153.23793850000948,,,,,,,,,,,,,,,,,,,,,,,,,153.23139750002883,153.5004302500165,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",b,,0.0,0.0,,,,,1,36,100,47,153.5074098330224,,,,,,,,,,,,,,,,,,,,,,,,,153.50063745799707,155.47101212502457,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",b,,0.0,0.0,,,,,1,37,101,43,155.48078183300095,,,,,,,,,,,,,,,,,,,,,,,,,155.47127033298602,156.64332583302166,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",g,,0.0,0.0,,,,,1,38,102,0,156.6498877920094,,,,,,,,,,,,,,,,,,,,,,,,,156.64348229201278,157.81237354199402,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",g,,"(-0.1875, 0.1875)",0.0,,,,,1,39,103,10,157.81882208300522,,,,,,,,,,,,,,,,,,,,,,,,,157.81252712500282,159.1814019579906,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",b,,0.0,0.0,,,,,1,40,104,40,159.18797162501141,,,,,,,,,,,,,,,,,,,,,,,,,159.18156287499005,160.25111533299787,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",r,,0.0,0.0,,,,,1,41,105,23,160.2577282920247,,,,,,,,,,,,,,,,,,,,,,,,,160.25128645799123,161.42010116699385,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",r,,0.0,0.0,,,,,1,42,106,21,161.42654529202264,,,,,,,,,,,,,,,,,,,,,,,,,161.4202541669947,162.78914095798973,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,43,107,61,162.79872516699834,,,,,,,,,,,,,,,,,,,,,,,,,162.78929820802296,163.0608919170336,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,1,44,108,37,163.06746037502307,,,,,,,,,,,,,,,,,,,,,,,,,163.0610963330255,164.43013120803516,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",b,,0.0,0.0,,,,,1,45,109,45,164.43757700000424,,,,,,,,,,,,,,,,,,,,,,,,,164.43028341699392,165.50010220799595,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",g,,0.0,0.0,,,,,1,46,110,4,165.50660662498558,,,,,,,,,,,,,,,,,,,,,,,,,165.5002544579911,166.66985016700346,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",b,,0.0,0.0,,,,,1,47,111,44,166.67639704199973,,,,,,,,,,,,,,,,,,,,,,,,,166.67000129201915,167.93897779198596,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",g,,0.0,"(-0.25, 0)",,,,,1,48,112,35,167.94577158300672,,,,,,,,,,,,,,,,,,,,,,,,,167.93915591703262,169.70894679200137,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",r,,"(0.1875, 0.1875)",0.0,,,,,1,49,113,28,169.71849816699978,,,,,,,,,,,,,,,,,,,,,,,,,169.70910754200304,170.88115958299022,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",g,,0.0,0.0,,,,,1,50,114,7,170.8881095830002,,,,,,,,,,,,,,,,,,,,,,,,,170.88133037503576,172.15105637500528,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",r,,"(0, 0.25)",0.0,,,,,1,51,115,29,172.15780941699632,,,,,,,,,,,,,,,,,,,,,,,,,172.15123479202157,173.52069974999176,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",b,,0.0,"(-0.25, 0)",,,,,1,52,116,51,173.52741766703548,,,,,,,,,,,,,,,,,,,,,,,,,173.52086629200494,174.78995566698723,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",r,,0.0,0.0,,,,,1,53,117,19,174.79655425000237,,,,,,,,,,,,,,,,,,,,,,,,,174.79010974999983,176.15932104201056,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",r,,0.0,0.0,,,,,1,54,118,16,176.16812733298866,,,,,,,,,,,,,,,,,,,,,,,,,176.15948095801286,177.53131495800335,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",b,,0.0,"(0, -0.25)",,,,,1,55,119,49,177.53788650000934,,,,,,,,,,,,,,,,,,,,,,,,,177.53147945803357,178.70081991702318,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",g,,"(0.25, 0)",0.0,,,,,1,56,120,15,178.70755233301315,,,,,,,,,,,,,,,,,,,,,,,,,178.70099404203938,179.87084191699978,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",b,,0.0,0.0,,,,,1,57,121,42,179.8774542080355,,,,,,,,,,,,,,,,,,,,,,,,,179.87099779199343,181.6401971669984,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",b,,0.0,"(0.1875, 0.1875)",,,,,1,58,122,52,181.64932079199934,,,,,,,,,,,,,,,,,,,,,,,,,181.6403548750095,182.81253958301386,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",r,,"(-0.1875, 0.1875)",0.0,,,,,1,59,123,26,182.81897383299656,,,,,,,,,,,,,,,,,,,,,,,,,182.81269945803797,183.78153595799813,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",b,,0.0,"(-0.1875, -0.1875)",,,,,1,60,124,48,183.78795691701816,,,,,,,,,,,,,,,,,,,,,,,,,183.78169124998385,184.75063958298415,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",b,,0.0,0.0,,,,,1,61,125,46,184.75715320801828,,,,,,,,,,,,,,,,,,,,,,,,,184.75080404203618,185.8199700420373,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",g,,0.0,0.0,,,,,1,62,126,5,185.8262744580279,,,,,,,,,,,,,,,,,,,,,,,,,185.82012154202675,186.88937625003746,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,1,63,127,58,186.89579766703537,,,,,,,,,,,,,,,,,,,,,,,,,186.88953320798464,187.1570256249979,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",b,,0.0,0.0,,,,,2,0,128,41,187.16310683300253,,,,,,,,,,,,,,,,,,,,,,,,,187.15721874998417,188.1256466670311,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",b,,0.0,"(0.1875, 0.1875)",,,,,2,1,129,52,188.13205775001552,,,,,,,,,,,,,,,,,,,,,,,,,188.12581250001676,189.3942299580085,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",g,,"(0, -0.25)",0.0,,,,,2,2,130,9,189.40069779200712,,,,,,,,,,,,,,,,,,,,,,,,,189.39438045799034,190.46329166699434,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,3,131,63,190.4699872499914,,,,,,,,,,,,,,,,,,,,,,,,,190.46344345802208,190.73179858300136,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",r,,0.0,0.0,,,,,2,4,132,18,190.74010187503882,,,,,,,,,,,,,,,,,,,,,,,,,190.73202008299995,191.80292404198553,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",g,,"(0.1875, -0.1875)",0.0,,,,,2,5,133,14,191.80928049999056,,,,,,,,,,,,,,,,,,,,,,,,,191.80307283299044,193.17214179201983,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",r,,0.0,0.0,,,,,2,6,134,17,193.17878258303972,,,,,,,,,,,,,,,,,,,,,,,,,193.17229625000618,194.24208450003061,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",r,,"(0.1875, 0.1875)",0.0,,,,,2,7,135,28,194.2485126670217,,,,,,,,,,,,,,,,,,,,,,,,,194.2422588330228,197.3138729580096,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",b,,0.0,"(-0.1875, -0.1875)",,,,,2,8,136,48,197.32437995803775,,,,,,,,,,,,,,,,,,,,,,,,,197.31403658300405,198.38771204202203,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",g,,0.0,"(0.25, 0)",,,,,2,9,137,39,198.39400604198454,,,,,,,,,,,,,,,,,,,,,,,,,198.38786987500498,199.7570410000044,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",g,,0.0,0.0,,,,,2,10,138,3,199.76373808301287,,,,,,,,,,,,,,,,,,,,,,,,,199.75719566701446,201.0269244579831,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",r,,"(-0.1875, 0.1875)",0.0,,,,,2,11,139,26,201.03367483301554,,,,,,,,,,,,,,,,,,,,,,,,,201.0270837499993,202.5968543330091,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",g,,0.0,"(0.1875, -0.1875)",,,,,2,12,140,38,202.60450508299982,,,,,,,,,,,,,,,,,,,,,,,,,202.59701037500054,204.66835649998393,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",b,,0.0,0.0,,,,,2,13,141,45,204.67649308301043,,,,,,,,,,,,,,,,,,,,,,,,,204.66852025000844,205.7391671250225,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,14,142,57,205.74557141703553,,,,,,,,,,,,,,,,,,,,,,,,,205.7393277080264,206.00754183303798,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",g,,"(0.25, 0)",0.0,,,,,2,15,143,15,206.01421087502968,,,,,,,,,,,,,,,,,,,,,,,,,206.00775837502442,208.17746033298317,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",g,,"(0, 0.25)",0.0,,,,,2,16,144,13,208.1872600420029,,,,,,,,,,,,,,,,,,,,,,,,,208.1776216669823,209.54999137501,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",r,,"(0.1875, -0.1875)",0.0,,,,,2,17,145,30,209.55662691703765,,,,,,,,,,,,,,,,,,,,,,,,,209.5501524170395,210.71955500001786,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",g,,0.0,"(-0.1875, -0.1875)",,,,,2,18,146,32,210.72604408301413,,,,,,,,,,,,,,,,,,,,,,,,,210.71971354202833,211.83545787498588,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",b,,0.0,0.0,,,,,2,19,147,43,211.84182149998378,,,,,,,,,,,,,,,,,,,,,,,,,211.83561495802132,213.1046552080079,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",r,,0.0,0.0,,,,,2,20,148,22,213.1112510000239,,,,,,,,,,,,,,,,,,,,,,,,,213.10480845801067,214.37434375000885,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",r,,0.0,0.0,,,,,2,21,149,23,214.38107300002594,,,,,,,,,,,,,,,,,,,,,,,,,214.37449891702272,215.44423299998743,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",g,,"(-0.25, 0)",0.0,,,,,2,22,150,11,215.4506148750079,,,,,,,,,,,,,,,,,,,,,,,,,215.44439112499822,216.7144867919851,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",g,,"(-0.1875, 0.1875)",0.0,,,,,2,23,151,10,216.7210874169832,,,,,,,,,,,,,,,,,,,,,,,,,216.7146432499867,217.88418770802673,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, -0.1875)",b,,0.0,"(-0.25, 0)",,,,,2,24,152,51,217.89074937498663,,,,,,,,,,,,,,,,,,,,,,,,,217.88434733299073,222.0566594999982,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",g,,0.0,0.0,,,,,2,25,153,7,222.06590570800472,,,,,,,,,,,,,,,,,,,,,,,,,222.05681633303175,223.12969162501395,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",g,,0.0,"(0.1875, 0.1875)",,,,,2,26,154,36,223.13615541701438,,,,,,,,,,,,,,,,,,,,,,,,,223.12985233298969,224.39939600002253,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,27,155,58,224.40598462498747,,,,,,,,,,,,,,,,,,,,,,,,,224.3995480830199,224.66826991701964,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,2,28,156,6,224.67548291699495,,,,,,,,,,,,,,,,,,,,,,,,,224.6684860420064,225.8384105419973,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, 0.25)",g,,0.0,0.0,,,,,2,29,157,0,225.8451371670235,,,,,,,,,,,,,,,,,,,,,,,,,225.83856916701188,227.00813620799454,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",b,,0.0,"(-0.1875, 0.1875)",,,,,2,30,158,50,227.0148732920061,,,,,,,,,,,,,,,,,,,,,,,,,227.00829987501493,228.27860750001855,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, 0.1875)",b,,0.0,"(0.25, 0)",,,,,2,31,159,55,228.28534450003644,,,,,,,,,,,,,,,,,,,,,,,,,228.27877858298598,229.44962491700426,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,32,160,59,229.45628862502053,,,,,,,,,,,,,,,,,,,,,,,,,229.44979062501807,229.71912766702008,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",b,,0.0,"(0, 0.25)",,,,,2,33,161,53,229.72694650001358,,,,,,,,,,,,,,,,,,,,,,,,,229.71934408298694,230.98971966700628,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.1875, -0.1875)",r,,0.0,0.0,,,,,2,34,162,21,230.99645291699562,,,,,,,,,,,,,,,,,,,,,,,,,230.98987779201707,231.25846079201438,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
None,None,,None,None,,,,,2,35,163,60,231.26481012499426,,,,,,,,,,,,,,,,,,,,,,,,,231.2586734170327,231.52649979200214,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.1875, 0.1875)",g,,0.0,0.0,,,,,2,36,164,1,231.53303612500895,,,,,,,,,,,,,,,,,,,,,,,,,231.5267074580188,232.59537749999436,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0.25, 0)",b,,0.0,0.0,,,,,2,37,165,42,232.60181658301735,,,,,,,,,,,,,,,,,,,,,,,,,232.5955531669897,233.5652613749844,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",g,,"(0.1875, 0.1875)",0.0,,,,,2,38,166,12,233.57160883303732,,,,,,,,,,,,,,,,,,,,,,,,,233.56541429203935,235.1355002920027,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(-0.25, 0)",b,,0.0,"(0.1875, -0.1875)",,,,,2,39,167,54,235.14472924999427,,,,,,,,,,,,,,,,,,,,,,,,,235.13565508299507,236.5082420000108,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
"(0, -0.25)",r,,0.0,0.0,,,,,2,40,168,20,236.51469999999972,,,,,,,,,,,,,,,,,,,,,,,,,236.5083970419946,237.57826787501108,,,,958920,001,2024-05-08_12h38.01.865,creatingimagesNEW,2024.1.4,None,2024-05-08 12h38.08.146555 -0400,
