trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.009492749988567084,0.01619037496857345,1.998589124996215,3.5665515839937143,space,1.5616748749744147,None,,,,,,,,,,,,,610465,001,2024-05-05_19h15.13.939,creatingimagesNEW,2024.1.4,None,2024-05-05 19h15.19.444559 -0400,
,,,,,,,3.6185040419804864,,,,,,,,,3.5873907499480993,5.619397083995864,5.619408541999292,0.0046442499733529985,6.623747541976627,6.623747541976627,6.623747541976627,6.623747541976627,6.623747541976627,6.623747541976627,6.623747541976627,6.623747541976627,,,,,,,,
