trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.016427916998509318,0.027759917022194713,1.99257783399662,3.5382017920492217,space,1.537935792002827,None,,230863,001,2024-05-05_19h39.50.140,creatingimagesNEW,2024.1.4,None,2024-05-05 19h39.55.727958 -0400,
,,,,,,,,,,,,,,,,3.5717907920479774,,,,,,,,
