triangle_pos,triangle_color,pink_circle_pos,trials24.thisRepN,trials24.thisTrialN,trials24.thisN,trials24.thisIndex,thisRow.t,notes,trial.started,fixation.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0, -0.25)",p,0.0,0,0,0,20,0.05128829201566987,,0.03157700001611374,0.05128829201566987,1.0011645830236375,1.0011645830236375,1.0011645830236375,1.0011645830236375,1.0011645830236375,1.0011645830236375,1.0011645830236375,1.0011645830236375,1.0010665000008885,1.0540500830102246,4.871645292005269,-0.02666666666666667,-0.2722222222222222,1,0,0,[],196261,001,2024-05-04_14h59.19.740,creatingimages,2024.1.4,None,2024-05-04 14h59.25.863519 -0400,
,,,,,,,4.883143958024448,,4.873682375007775,4.883143958024448,5.87792987501598,5.87792987501598,5.87792987501598,5.87792987501598,5.87792987501598,5.87792987501598,5.87792987501598,5.87792987501598,1.0044492080050986,5.8868965000147,,,,,,,,,,,,,,,
