test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.006244699936360121,0.02499179996084422,2.007800000021234,2.2750038999365643,space,2.261370199965313,None,,574811,001,2024-05-06_14h02.06.143,creatingimagesNEW,2024.1.1,None,2024-05-06 14h02.09.752168 -0400,
,,,,,,,2.2910137999569997,,,,,,,,,2.2783895999891683,,,,,,,,
