trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.017300874984357506,0.028907832980621606,1.9948078750167042,2.3669203749741428,space,0.34217429102864116,None,,,,,,,,,,,,,491834,001,2024-05-05_18h14.11.886,creatingimagesNEW,2024.1.4,None,2024-05-05 18h14.17.637439 -0400,
,,,,,,,2.4220633329823613,,,,,,,,,2.3841550829820335,2.400347958027851,2.400361708016135,0.006349958013743162,3.398517041001469,3.398517041001469,3.398517041001469,3.398517041001469,3.398517041001469,3.398517041001469,3.398517041001469,3.398517041001469,,,,,,,,
