triangle_pos,triangle_color,pink_circle_pos,trials24.thisRepN,trials24.thisTrialN,trials24.thisN,trials24.thisIndex,thisRow.t,notes,trial.started,fixation.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, -0.1875)",g,0.0,0,10,10,3,27.202206666988786,,27.193182958988473,27.202206666988786,28.19895049999468,28.19895049999468,28.19895049999468,28.19895049999468,28.19895049999468,28.19895049999468,28.19895049999468,28.19895049999468,1.0059602920082398,28.19895049999468,29.20913475000998,0.17666666666666667,-0.1922222222222222,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0.25, 0)",g,"(0, 0.25)",0,11,11,10,29.218425041995943,,29.210003958985908,29.218425041995943,30.21485641700565,30.21485641700565,30.21485641700565,30.21485641700565,30.21485641700565,30.21485641700565,30.21485641700565,30.21485641700565,1.0050362499896437,30.21485641700565,30.9924430839892,0.24888888888888888,0.0,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,12,12,15,31.00227949998225,,30.993290584010538,31.00227949998225,31.998407667007996,31.998407667007996,31.998407667007996,31.998407667007996,31.998407667007996,31.998407667007996,31.998407667007996,31.998407667007996,1.0053077500197105,31.998407667007996,32.959213291993365,-0.1711111111111111,0.16777777777777778,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0.25, 0)",p,0.0,0,13,13,18,32.968822374998126,,32.96006374998251,32.968822374998126,33.96573925000848,33.96573925000848,33.96573925000848,33.96573925000848,33.96573925000848,33.96573925000848,33.96573925000848,33.96573925000848,1.0058746249997057,33.96573925000848,34.75955891699414,0.26222222222222225,-0.02,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0.25, 0)",g,0.0,0,14,14,2,34.76882883399958,,34.76040933400509,34.76882883399958,35.76546441699611,35.76546441699611,35.76546441699611,35.76546441699611,35.76546441699611,35.76546441699611,35.76546441699611,35.76546441699611,1.0056231659837067,35.76546441699611,36.50930124998558,0.2388888888888889,-0.011111111111111112,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0, 0.25)",g,0.0,0,15,15,0,36.51875762498821,,36.5101844999881,36.51875762498821,37.516190124995774,37.516190124995774,37.516190124995774,37.516190124995774,37.516190124995774,37.516190124995774,37.516190124995774,37.516190124995774,1.0061915830010548,37.516190124995774,38.29282583401073,0.0077777777777777776,0.21333333333333335,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(-0.1875, 0.1875)",p,0.0,0,16,16,23,38.302393416990526,,38.29370745900087,38.302393416990526,39.29898041699198,39.29898041699198,39.29898041699198,39.29898041699198,39.29898041699198,39.29898041699198,39.29898041699198,39.29898041699198,1.0054633749823552,39.29898041699198,39.992865542008076,-0.15666666666666668,0.14555555555555555,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,17,17,8,40.00243204200524,,39.99374608398648,40.00243204200524,40.99899654200999,40.99899654200999,40.99899654200999,40.99899654200999,40.99899654200999,40.99899654200999,40.99899654200999,40.99899654200999,1.0054378339846153,40.99899654200999,41.87636537500657,0.02,0.2288888888888889,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0.1875, 0.1875)",p,0.0,0,18,18,17,41.88564616700751,,41.87723908398766,41.88564616700751,42.88131216701004,42.88131216701004,42.88131216701004,42.88131216701004,42.88131216701004,42.88131216701004,42.88131216701004,42.88131216701004,1.004260791989509,42.88131216701004,43.72657441699994,0.18,0.19666666666666666,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(-0.1875, -0.1875)",p,0.0,0,19,19,21,43.73586774998694,,43.72745966698858,43.73586774998694,44.73322820899193,44.73322820899193,44.73322820899193,44.73322820899193,44.73322820899193,44.73322820899193,44.73322820899193,44.73322820899193,1.0059559170040302,44.73322820899193,45.77689745899988,-0.18333333333333332,-0.17666666666666667,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",0,20,20,12,45.786215458996594,,45.77777237500413,45.786215458996594,46.78291354200337,46.78291354200337,46.78291354200337,46.78291354200337,46.78291354200337,46.78291354200337,46.78291354200337,46.78291354200337,1.0053294590034056,46.78291354200337,47.59343716700096,0.005555555555555556,-0.28,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0, 0.25)",p,0.0,0,21,21,16,47.60284124998725,,47.59429741700296,47.60284124998725,48.59914354200009,48.59914354200009,48.59914354200009,48.59914354200009,48.59914354200009,48.59914354200009,48.59914354200009,48.59914354200009,1.0050361249886919,48.59914354200009,49.44343524999567,0.016666666666666666,0.21333333333333335,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",0,22,22,14,49.453014250000706,,49.44432612499804,49.453014250000706,50.447406291990774,50.447406291990774,50.447406291990774,50.447406291990774,50.447406291990774,50.447406291990774,50.447406291990774,50.447406291990774,1.003265083010774,50.447406291990774,51.443566041998565,-0.2477777777777778,-0.0044444444444444444,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
"(0, -0.25)",g,0.0,0,23,23,4,51.45269195898436,,51.44443683399004,51.45269195898436,52.445952749985736,52.445952749985736,52.445952749985736,52.445952749985736,52.445952749985736,52.445952749985736,52.445952749985736,52.445952749985736,1.0017124169971794,52.445952749985736,54.86057420898578,-0.015555555555555555,-0.25,1,0,0,[0],triangle1,649560,001,2024-05-04_15h07.31.479,creatingimages,2024.1.4,None,2024-05-04 15h07.38.257037 -0400,
