triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,red_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Real_Trials.started,Real_Trials.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,0,18,18,13,102.58126999999513,,,,,,,,,,,,,,,,,,,,,,,,,102.5715277089912,104.34330325000337,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",b,,"(0, -0.25)",0.0,,,,,0,19,19,49,104.35303808399476,,,,,,,,,,,,,,,,,,,,,,,,,104.34346791700227,106.3156128339906,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,,0.0,0.0,,,,,0,20,20,0,106.32455437499448,,,,,,,,,,,,,,,,,,,,,,,,,106.31577329199354,107.78817887499463,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,,"(0, 0.25)",0.0,,,,,0,21,21,37,107.7951843339979,,,,,,,,,,,,,,,,,,,,,,,,,107.7883437499986,108.95784212498984,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",b,,"(0.1875, -0.1875)",0.0,,,,,0,22,22,54,108.96460504199786,,,,,,,,,,,,,,,,,,,,,,,,,108.95800524999504,110.42646033399797,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,,"(-0.1875, -0.1875)",0.0,,,,,0,23,23,32,110.43526570899121,,,,,,,,,,,,,,,,,,,,,,,,,110.42662633399596,111.998297291997,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,,"(0.25, 0)",0.0,,,,,0,24,24,39,112.0073457499966,,,,,,,,,,,,,,,,,,,,,,,,,111.99847583399969,113.56895375000022,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",r,,0.0,0.0,,,,,0,25,25,20,113.57760945899645,,,,,,,,,,,,,,,,,,,,,,,,,113.56910620898998,114.7387779589917,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",r,,0.0,0.0,,,,,0,26,26,21,114.74543320899829,,,,,,,,,,,,,,,,,,,,,,,,,114.73892879199411,115.90690341699519,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",b,,0.0,0.0,,,,,0,27,27,43,115.91360516699206,,,,,,,,,,,,,,,,,,,,,,,,,115.9070592920034,117.27630316700379,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",g,,"(0.1875, 0.1875)",0.0,,,,,0,28,28,36,117.28313641699788,,,,,,,,,,,,,,,,,,,,,,,,,117.27646049999748,119.04652883399103,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",b,,0.0,0.0,,,,,0,29,29,40,119.05537520899088,,,,,,,,,,,,,,,,,,,,,,,,,119.04668945899175,120.21687133399246,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",b,,"(-0.25, 0)",0.0,,,,,0,30,30,51,120.22363883399521,,,,,,,,,,,,,,,,,,,,,,,,,120.21702825000102,121.68511745899741,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",r,,0.0,"(0.25, 0)",,,,,0,31,31,31,121.69392774999142,,,,,,,,,,,,,,,,,,,,,,,,,121.68527937500039,122.85564287500165,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",r,,0.0,0.0,,,,,0,32,32,19,122.86225041699072,,,,,,,,,,,,,,,,,,,,,,,,,122.85580150000169,124.02420779199747,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,,0.0,"(-0.1875, 0.1875)",,,,,0,33,33,10,124.03071916699992,,,,,,,,,,,,,,,,,,,,,,,,,124.02436504200159,125.39315216700197,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",b,,0.0,0.0,,,,,0,34,34,46,125.40169079200132,,,,,,,,,,,,,,,,,,,,,,,,,125.39331758399203,126.7112211670028,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",r,,0.0,0.0,,,,,0,35,35,16,126.71805108399712,,,,,,,,,,,,,,,,,,,,,,,,,126.71138295899436,127.9797140419978,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,,0.0,"(0.1875, -0.1875)",,,,,0,36,36,14,127.98647095900378,,,,,,,,,,,,,,,,,,,,,,,,,127.97987499998999,129.5482637919922,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,,0.0,0.0,,,,,0,37,37,7,129.55715733399848,,,,,,,,,,,,,,,,,,,,,,,,,129.54842795900186,131.0200272499933,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,,0.0,"(-0.25, 0)",,,,,0,38,38,11,131.02958333399147,,,,,,,,,,,,,,,,,,,,,,,,,131.02018966700416,133.09297741699265,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",b,,0.0,0.0,,,,,0,39,39,47,133.10188337499858,,,,,,,,,,,,,,,,,,,,,,,,,133.0931380839902,134.3644187500031,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",r,,0.0,0.0,,,,,0,40,40,17,134.3710900839942,,,,,,,,,,,,,,,,,,,,,,,,,134.36459104200185,135.63389041699702,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",b,,"(0.25, 0)",0.0,,,,,0,41,41,55,135.6405628749926,,,,,,,,,,,,,,,,,,,,,,,,,135.6340497499914,137.50354750000406,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",r,,0.0,"(0.1875, 0.1875)",,,,,0,42,42,28,137.51321274999646,,,,,,,,,,,,,,,,,,,,,,,,,137.50370762500097,138.87642458399932,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",b,,"(0, 0.25)",0.0,,,,,0,43,43,53,138.884300042002,,,,,,,,,,,,,,,,,,,,,,,,,138.87658658399596,140.44663258400396,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",r,,0.0,"(-0.25, 0)",,,,,0,44,44,27,140.4563247920014,,,,,,,,,,,,,,,,,,,,,,,,,140.44681108399527,142.11978616699344,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",b,,0.0,0.0,,,,,0,45,45,42,142.12973437499022,,,,,,,,,,,,,,,,,,,,,,,,,142.11994979200244,143.79164658399532,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",r,,0.0,"(-0.1875, -0.1875)",,,,,0,46,46,24,143.80085954199603,,,,,,,,,,,,,,,,,,,,,,,,,143.7918045839906,145.26261683399207,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",g,,0.0,0.0,,,,,0,47,47,4,145.2695776670007,,,,,,,,,,,,,,,,,,,,,,,,,145.2627736669965,146.73239304199524,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",r,,0.0,0.0,,,,,0,48,48,22,146.74160054199456,,,,,,,,,,,,,,,,,,,,,,,,,146.73255154199433,147.90329387500242,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,,"(0.1875, -0.1875)",0.0,,,,,0,49,49,38,147.91020645899698,,,,,,,,,,,,,,,,,,,,,,,,,147.90345933400386,149.67267183399235,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",g,,0.0,"(0.1875, 0.1875)",,,,,0,50,50,12,149.68157200000132,,,,,,,,,,,,,,,,,,,,,,,,,149.67283333399973,151.7452769169904,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",b,,0.0,0.0,,,,,0,51,51,41,151.75432866699703,,,,,,,,,,,,,,,,,,,,,,,,,151.7454402089934,153.01591950000147,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",b,,"(0.1875, 0.1875)",0.0,,,,,0,52,52,52,153.02260383400426,,,,,,,,,,,,,,,,,,,,,,,,,153.01608204199874,154.8849851249979,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,,0.0,0.0,,,,,0,53,53,3,154.8942787089909,,,,,,,,,,,,,,,,,,,,,,,,,154.88515766699857,156.4574353749922,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,,"(0, -0.25)",0.0,,,,,0,54,54,33,156.46689799999876,,,,,,,,,,,,,,,,,,,,,,,,,156.45759504199668,157.92869312499533,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,,0.0,"(-0.1875, -0.1875)",,,,,0,55,55,8,157.9384575419972,,,,,,,,,,,,,,,,,,,,,,,,,157.92885008399026,159.400923084002,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",b,,0.0,0.0,,,,,1,0,56,43,159.41009124999982,,,,,,,,,,,,,,,,,,,,,,,,,159.40107895899564,160.6720018749911,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",b,,0.0,0.0,,,,,1,1,57,41,160.67877658399811,,,,,,,,,,,,,,,,,,,,,,,,,160.6721620419994,161.9419402499916,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,,0.0,0.0,,,,,1,2,58,7,161.9488637089962,,,,,,,,,,,,,,,,,,,,,,,,,161.942113875004,163.31207945899223,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,1,3,59,6,163.31950779199542,,,,,,,,,,,,,,,,,,,,,,,,,163.3122960000037,164.58175133400073,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",b,,"(0, 0.25)",0.0,,,,,1,4,60,53,164.58911662499304,,,,,,,,,,,,,,,,,,,,,,,,,164.5820098749973,165.95061554199492,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",g,,"(0.1875, 0.1875)",0.0,,,,,1,5,61,36,165.95738637499744,,,,,,,,,,,,,,,,,,,,,,,,,165.95078258399735,167.52107099999557,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,,0.0,"(0.1875, -0.1875)",,,,,1,6,62,14,167.5306224590022,,,,,,,,,,,,,,,,,,,,,,,,,167.52125212499232,169.4945572919969,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,,0.0,0.0,,,,,1,7,63,1,169.50411224999698,,,,,,,,,,,,,,,,,,,,,,,,,169.49471770899254,171.06643204200373,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,1,8,64,13,171.07573908400082,,,,,,,,,,,,,,,,,,,,,,,,,171.0666116670036,172.73780479199195,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",g,,0.0,0.0,,,,,1,9,65,4,172.74661108400323,,,,,,,,,,,,,,,,,,,,,,,,,172.73796537499584,174.0098092499975,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,,"(-0.1875, -0.1875)",0.0,,,,,1,10,66,32,174.01676008399227,,,,,,,,,,,,,,,,,,,,,,,,,174.00997250000364,175.8793830420036,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",b,,"(0.1875, -0.1875)",0.0,,,,,1,11,67,54,175.88904566699057,,,,,,,,,,,,,,,,,,,,,,,,,175.8795449169993,177.35206941700017,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",r,,0.0,0.0,,,,,1,12,68,19,177.35873454199464,,,,,,,,,,,,,,,,,,,,,,,,,177.35222512499604,178.82256216699898,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,,"(-0.1875, 0.1875)",0.0,,,,,1,13,69,34,178.8319578340015,,,,,,,,,,,,,,,,,,,,,,,,,178.8227216249943,180.99555924999004,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",r,,0.0,"(0.25, 0)",,,,,1,14,70,31,181.005251124996,,,,,,,,,,,,,,,,,,,,,,,,,180.99572574999183,182.46835958400334,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",b,,0.0,0.0,,,,,1,15,71,44,182.47512858400296,,,,,,,,,,,,,,,,,,,,,,,,,182.46852379199117,183.93743083399022,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",b,,0.0,0.0,,,,,1,16,72,46,183.9472505839949,,,,,,,,,,,,,,,,,,,,,,,,,183.9375886249909,185.31061770899396,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",r,,0.0,"(-0.1875, 0.1875)",,,,,1,17,73,26,185.321283458994,,,,,,,,,,,,,,,,,,,,,,,,,185.31077899999218,187.08407429199724,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",r,,0.0,0.0,,,,,1,18,74,16,187.0944297919923,,,,,,,,,,,,,,,,,,,,,,,,,187.08424341698992,188.55787666699325,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",r,,0.0,"(-0.25, 0)",,,,,1,19,75,27,188.56462229200406,,,,,,,,,,,,,,,,,,,,,,,,,188.55804283400357,190.32751824999286,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",b,,"(-0.25, 0)",0.0,,,,,1,20,76,51,190.33678166699247,,,,,,,,,,,,,,,,,,,,,,,,,190.32768170899362,191.8002681670041,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",r,,0.0,"(-0.1875, -0.1875)",,,,,1,21,77,24,191.80694045899145,,,,,,,,,,,,,,,,,,,,,,,,,191.8004286249925,193.069477750003,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",b,,"(0, -0.25)",0.0,,,,,1,22,78,49,193.07625570899108,,,,,,,,,,,,,,,,,,,,,,,,,193.0696329170023,194.33907004199864,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,,0.0,0.0,,,,,1,23,79,0,194.34594316699076,,,,,,,,,,,,,,,,,,,,,,,,,194.33922883399646,195.50818204200186,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",b,,0.0,0.0,,,,,1,24,80,47,195.51488104199234,,,,,,,,,,,,,,,,,,,,,,,,,195.50833674999012,196.6771045839996,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,,"(0.1875, -0.1875)",0.0,,,,,1,25,81,38,196.68391295899346,,,,,,,,,,,,,,,,,,,,,,,,,196.67727166699478,198.24671449999732,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,,"(0.25, 0)",0.0,,,,,1,26,82,39,198.2555934169941,,,,,,,,,,,,,,,,,,,,,,,,,198.2468729169923,199.81926933399518,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,,"(-0.25, 0)",0.0,,,,,1,27,83,35,199.82824741699733,,,,,,,,,,,,,,,,,,,,,,,,,199.81943279199186,201.3921389169991,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,,0.0,"(0.25, 0)",,,,,1,28,84,15,201.40173516698997,,,,,,,,,,,,,,,,,,,,,,,,,201.3923186250031,203.0653212920006,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",r,,0.0,0.0,,,,,1,29,85,18,203.07436558399058,,,,,,,,,,,,,,,,,,,,,,,,,203.06548883399228,204.23678137500247,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",b,,"(0.25, 0)",0.0,,,,,1,30,86,55,204.24367062500096,,,,,,,,,,,,,,,,,,,,,,,,,204.2369533339952,206.00658020899573,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",r,,0.0,"(0, 0.25)",,,,,1,31,87,29,206.01451399999496,,,,,,,,,,,,,,,,,,,,,,,,,206.0067489590001,207.27652866700373,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,,0.0,"(0, -0.25)",,,,,1,32,88,9,207.2832979169907,,,,,,,,,,,,,,,,,,,,,,,,,207.27668445899326,209.14631533400097,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,,0.0,0.0,,,,,1,33,89,5,209.1544013340026,,,,,,,,,,,,,,,,,,,,,,,,,209.1464784169948,210.5174073340022,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,,0.0,"(-0.1875, 0.1875)",,,,,1,34,90,10,210.5241296250024,,,,,,,,,,,,,,,,,,,,,,,,,210.51757983399148,212.28702262499428,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,,"(0, 0.25)",0.0,,,,,1,35,91,37,212.29486333399836,,,,,,,,,,,,,,,,,,,,,,,,,212.2871973750007,213.75754037499428,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",r,,0.0,0.0,,,,,1,36,92,22,213.76434604199312,,,,,,,,,,,,,,,,,,,,,,,,,213.75770454200392,214.92741783399833,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,,0.0,"(-0.1875, -0.1875)",,,,,1,37,93,8,214.93413520899776,,,,,,,,,,,,,,,,,,,,,,,,,214.92757608399552,216.89789100000053,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",b,,0.0,0.0,,,,,1,38,94,40,216.90710820899403,,,,,,,,,,,,,,,,,,,,,,,,,216.8980527919921,218.26973529199313,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,,0.0,"(-0.25, 0)",,,,,1,39,95,11,218.2766941669979,,,,,,,,,,,,,,,,,,,,,,,,,218.26990362499782,220.33976074999373,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,,0.0,0.0,,,,,1,40,96,2,220.34902704200067,,,,,,,,,,,,,,,,,,,,,,,,,220.33992254199984,221.77536837499065,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",r,,0.0,0.0,,,,,1,41,97,23,221.7824757089984,,,,,,,,,,,,,,,,,,,,,,,,,221.77555224999378,223.0445663339924,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,,0.0,0.0,,,,,1,42,98,3,223.051335791999,,,,,,,,,,,,,,,,,,,,,,,,,223.04471887499676,224.41415495899855,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",r,,0.0,"(0.1875, -0.1875)",,,,,1,43,99,30,224.42275499999232,,,,,,,,,,,,,,,,,,,,,,,,,224.41431404199102,225.88594912500412,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",r,,0.0,"(0.1875, 0.1875)",,,,,1,44,100,28,225.89455799999996,,,,,,,,,,,,,,,,,,,,,,,,,225.88611179200234,227.35774766700342,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",b,,"(0.1875, 0.1875)",0.0,,,,,1,45,101,52,227.36435020899808,,,,,,,,,,,,,,,,,,,,,,,,,227.35790520899172,229.02776712499326,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",r,,0.0,0.0,,,,,1,46,102,21,229.0375977090007,,,,,,,,,,,,,,,,,,,,,,,,,229.027929459,230.50052795899683,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",r,,0.0,"(0, -0.25)",,,,,1,47,103,25,230.50734020899108,,,,,,,,,,,,,,,,,,,,,,,,,230.50069145899033,231.87016391700308,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",r,,0.0,0.0,,,,,1,48,104,17,231.8796854169923,,,,,,,,,,,,,,,,,,,,,,,,,231.87033708399395,233.24256229199818,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
