thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,image1_1.stopped,image1_2.started,greencircle1_2.started,greencircle2_2.started,greencircle3_2.started,greencircle4_2.started,greencircle5_2.started,greencircle6_2.started,greencircle7_2.started,greentriangle_2.started,image1_2.stopped,image1_3.started,greencircle1_3.started,greencircle2_3.started,greencircle3_3.started,greencircle4_3.started,greencircle5_3.started,greencircle6_3.started,greencircle7_3.started,greentriangle_3.started,image1_3.stopped,image1_4.started,greencircle1_4.started,greencircle2_4.started,greencircle3_4.started,greencircle4_4.started,greencircle5_4.started,greencircle6_4.started,greencircle7_4.started,greentriangle_4.started,image1_4.stopped,image1_5.started,greencircle1_5.started,greencircle2_5.started,greencircle3_5.started,greencircle4_5.started,greencircle5_5.started,greencircle6_5.started,greencircle7_5.started,greentriangle_5.started,image1_5.stopped,image1_6.started,greencircle1_6.started,greencircle2_6.started,greencircle3_6.started,greencircle4_6.started,greencircle5_6.started,greencircle6_6.started,greencircle7_6.started,greentriangle_6.started,image1_6.stopped,image1_7.started,greencircle1_7.started,greencircle2_7.started,greencircle3_7.started,greencircle4_7.started,greencircle5_7.started,greencircle6_7.started,greencircle7_7.started,greentriangle_7.started,image1_7.stopped,image1_8.started,greencircle1_8.started,greencircle2_8.started,greencircle3_8.started,greencircle4_8.started,greencircle5_8.started,greencircle6_8.started,greencircle7_8.started,greentriangle_8.started,image1_8.stopped,image2_1.started,pink_circle.started,pink_circle.stopped,image2_1.stopped,image2_2.started,image2_2.stopped,image2_3.started,image2_3.stopped,image2_4.started,image2_4.stopped,image2_5.started,image2_5.stopped,image2_6.started,image2_6.stopped,image2_7.started,image2_7.stopped,image2_8.started,image2_8.stopped,image3_1.started,greencircle1_9.started,greencircle2_9.started,greencircle3_9.started,greencircle4_9.started,greencircle5_9.started,greencircle6_9.started,greencircle7_9.started,pinktriangle.started,image3_1.stopped,image3_2.started,greencircle1_10.started,greencircle2_10.started,greencircle3_10.started,greencircle4_10.started,greencircle5_10.started,greencircle6_10.started,greencircle7_10.started,greentriangle_9.started,image3_2.stopped,image3_3.started,greencircle1_11.started,greencircle2_11.started,greencircle3_11.started,greencircle4_11.started,greencircle5_11.started,greencircle6_11.started,greencircle7_11.started,greentriangle_10.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.566780499997549,9.567176799988374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.567200799996499,9.567577199981315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.567599400004838,9.567928200005554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.567950399999972,9.568296899989946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.568321900005685,9.56861950000166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56864179999684,9.5689679000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56899010000052,9.56931849999819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.569341399997938,9.58230489998823,9.58230489998823,9.58230489998823,9.58230489998823,9.58230489998823,9.58230489998823,9.58230489998823,9.58230489998823,10.71613729998353,,,,,,,,,,,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.716185700002825,10.733221300004516,10.733221300004516,10.733221300004516,10.733221300004516,10.733221300004516,10.733221300004516,10.733221300004516,10.733221300004516,11.70070869999472,,,,,,,,,,908243,001,2024-04-30_15h42.16.734,searchArrayTrial,2024.1.1,None,2024-04-30 15h42.23.462878 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.700754099991173,11.715908099984517,11.715908099984517,11.715908099984517,11.715908099984517,11.715908099984517,11.715908099984517,11.715908099984517,11.715908099984517,,,,,,,,
