trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.014870583021547645,0.023157250019721687,1.9900537499925122,3.617958458024077,space,1.6178044999833219,None,,,,,,,,,,,,,380049,001,2024-05-05_18h12.48.210,creatingimagesNEW,2024.1.4,None,2024-05-05 18h12.54.831445 -0400,
,,,,,,,5.6676601659855805,,,,,,,,,3.638212083023973,5.655522708024364,5.655533290992025,0.004564125032629818,6.656026125012431,6.656026125012431,6.656026125012431,6.656026125012431,6.656026125012431,6.656026125012431,6.656026125012431,6.656026125012431,,,,,,,,
