trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.00799587497022003,0.035370999947190285,1.9950234159477986,2.919525415985845,space,0.9091685830499046,None,,,,,,,,,,,,,457736,001,2024-05-05_19h14.41.814,creatingimagesNEW,2024.1.4,None,2024-05-05 19h14.47.424619 -0400,
,,,,,,,2.9551179579575546,,,,,,,,,2.928763249947224,2.9557353329728357,2.955750499968417,0.004615875019226223,3.954518290993292,3.954518290993292,3.954518290993292,3.954518290993292,3.954518290993292,3.954518290993292,3.954518290993292,3.954518290993292,,,,,,,,
