test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.003137500025331974,0.0214911000803113,2.0059169000014663,4.359776400029659,space,4.346776399994269,None,,525848,001,2024-05-06_16h31.08.436,creatingimagesNEW,2024.1.1,None,2024-05-06 16h31.12.148470 -0400,
,,,,,,,4.371474500047043,,,,,,,,,4.363718900014646,,,,,,,,
