trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.016096417035441846,0.026124750031158328,1.9996588750509545,3.970669375034049,space,1.9525265410193242,None,,322844,001,2024-05-05_23h54.34.237,creatingimagesNEW,2024.1.4,None,2024-05-05 23h54.40.133024 -0400,
,,,,,,,4.009422833041754,,,,,,,,,3.988387417048216,,,,,,,,
