thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,image1_1.stopped,image1_2.started,greencircle1_2.started,greencircle2_2.started,greencircle3_2.started,greencircle4_2.started,greencircle5_2.started,greencircle6_2.started,greencircle7_2.started,greentriangle_2.started,image1_2.stopped,image1_3.started,greencircle1_3.started,greencircle2_3.started,greencircle3_3.started,greencircle4_3.started,greencircle5_3.started,greencircle6_3.started,greencircle7_3.started,greentriangle_3.started,image1_3.stopped,image1_4.started,greencircle1_4.started,greencircle2_4.started,greencircle3_4.started,greencircle4_4.started,greencircle5_4.started,greencircle6_4.started,greencircle7_4.started,greentriangle_4.started,image1_4.stopped,image1_5.started,greencircle1_5.started,greencircle2_5.started,greencircle3_5.started,greencircle4_5.started,greencircle5_5.started,greencircle6_5.started,greencircle7_5.started,greentriangle_5.started,image1_5.stopped,image1_6.started,greencircle1_6.started,greencircle2_6.started,greencircle3_6.started,greencircle4_6.started,greencircle5_6.started,greencircle6_6.started,greencircle7_6.started,greentriangle_6.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00268320000031963,0.02068010001676157,0.02068010001676157,3.0915530000056606,space,3.0824255000043195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697477,001,2024-04-30_15h33.20.400,searchArrayTrial,2024.1.1,None,2024-04-30 15h33.25.434303 -0400,
,,,,,,,,,3.09159009999712,3.1039240999962203,3.1039240999962203,3.1039240999962203,3.1039240999962203,3.1039240999962203,3.1039240999962203,3.1039240999962203,3.1039240999962203,4.088072500017006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697477,001,2024-04-30_15h33.20.400,searchArrayTrial,2024.1.1,None,2024-04-30 15h33.25.434303 -0400,
,,,,,,,,,,,,,,,,,,,4.088093600003049,4.104549300012877,4.104549300012877,4.104549300012877,4.104549300012877,4.104549300012877,4.104549300012877,4.104549300012877,4.104549300012877,5.071595300018089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697477,001,2024-04-30_15h33.20.400,searchArrayTrial,2024.1.1,None,2024-04-30 15h33.25.434303 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0716201000032015,5.0877189000020735,5.0877189000020735,5.0877189000020735,5.0877189000020735,5.0877189000020735,5.0877189000020735,5.0877189000020735,5.0877189000020735,6.054869500017958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697477,001,2024-04-30_15h33.20.400,searchArrayTrial,2024.1.1,None,2024-04-30 15h33.25.434303 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.054902300005779,6.070900699996855,6.070900699996855,6.070900699996855,6.070900699996855,6.070900699996855,6.070900699996855,6.070900699996855,6.070900699996855,7.038003900001058,,,,,,,,,,,,,,,,,,,,697477,001,2024-04-30_15h33.20.400,searchArrayTrial,2024.1.1,None,2024-04-30 15h33.25.434303 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03802330000326,7.053853100020206,7.053853100020206,7.053853100020206,7.053853100020206,7.053853100020206,7.053853100020206,7.053853100020206,7.053853100020206,8.02161110000452,,,,,,,,,,697477,001,2024-04-30_15h33.20.400,searchArrayTrial,2024.1.1,None,2024-04-30 15h33.25.434303 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.021645800006809,8.037650400015991,8.037650400015991,8.037650400015991,8.037650400015991,8.037650400015991,8.037650400015991,8.037650400015991,8.037650400015991,,,,,,,,
