test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.008559799985960126,0.026911300024949014,2.0101762999547645,2.2274931999854743,space,2.221267299959436,None,,610766,001,2024-05-06_15h33.21.140,creatingimagesNEW,2024.1.1,None,2024-05-06 15h33.25.494698 -0400,
,,,,,,,2.243495100061409,,,,,,,,,2.2309417000506073,,,,,,,,
