triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, 0.1875)",g,0.0,0,12,12,1,17.88128237501951,,,,,,,,,17.874624042015057,19.143852709035855,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(-0.25, 0)",g,0.0,0,13,13,6,19.150299708999228,,,,,,,,,19.144004750007298,20.412341292016208,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(-0.25, 0)",p,0.0,0,14,14,22,20.419000209018122,,,,,,,,,20.412488500005566,21.68089958402561,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(0.1875, 0.1875)",p,0.0,0,15,15,17,21.687451042002067,,,,,,,,,21.681051000021398,22.949619917024393,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(0.1875, -0.1875)",p,0.0,0,16,16,19,22.95676079200348,,,,,,,,,22.949768999998923,24.2185605840059,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(0.25, 0)",g,"(0, 0.25)",0,17,17,10,24.226216792012565,,,,,,,,,24.21882520901272,25.48920466704294,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,18,18,15,25.496436584042385,,,,,,,,,25.489383000007365,26.758232167048845,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",0,19,19,14,26.764899875037372,,,,,,,,,26.758389500027988,28.027190709020942,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(-0.1875, 0.1875)",p,0.0,0,20,20,23,28.0339883750421,,,,,,,,,28.027340209053364,29.29605437500868,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,21,21,8,29.302670917008072,,,,,,,,,29.29620858404087,30.564825917012058,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(0.1875, 0.1875)",g,"(0, -0.25)",0,22,22,9,30.571413584053516,,,,,,,,,30.564984417054802,31.83319479203783,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",0,23,23,12,31.83953408402158,,,,,,,,,31.83333808404859,33.10103370901197,,,,,,,,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
,,,,,,,,,,,,,,,,,,33.10112504201243,33.10833270900184,33.10833270900184,34.3152681250358,space,1.202721500012558,None,317821,001,2024-05-06_00h10.10.436,creatingimagesNEW,2024.1.4,None,2024-05-06 00h10.17.092099 -0400,
