test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.006443099933676422,0.025131599977612495,2.0075777999591082,2.1420590999769047,space,2.1324772000079975,None,,888895,001,2024-05-06_16h22.51.582,creatingimagesNEW,2024.1.1,None,2024-05-06 16h22.55.639672 -0400,
,,,,,,,2.157911099959165,,,,,,,,,2.1456204999703914,,,,,,,,
